name,site,phone,full_address,street,city,postal_code,state,country,latitude,longitude,reviews,working_hours,business_status,location_link,delivery_available,firewood_type,firewood_prep,price_range,website_available,description,firewood_type_extracted,price_extracted,price_info_available,needs_manual_review,has_firewood_delivery,has_firewood_type,has_firewood_prep,has_price_info
Monn's Firewood and Logging,https://www.facebook.com/monnsfirewood1983/,+1 717-377-3542,"1246 Baltimore Rd, Shippensburg, PA 17257",1246 Baltimore Rd,Shippensburg,17257,Pennsylvania,United States of America,40.0278497,-77.468925,9,"{""Monday"": ""7:30AM-5PM"", ""Tuesday"": ""7:30AM-5PM"", ""Wednesday"": ""7:30AM-5PM"", ""Thursday"": ""7:30AM-5PM"", ""Friday"": ""7:30AM-5PM"", ""Saturday"": ""8-8:45AM"", ""Sunday"": ""Closed""}",OPERATIONAL,"https://www.google.com/maps/place/Monn%27s+Firewood+and+Logging/@40.0278497,-77.468925,14z/data=!4m8!1m2!2m1!1sMonn%27s+Firewood+and+Logging!3m4!1s0x89c90be23e062a77:0x86b304fa47429795!8m2!3d40.0278497!4d-77.468925",No,,,,Yes,"Monn's Firewood and Logging is a firewood provider based in Shippensburg, Pennsylvania. Currently, delivery services are not available. Customers are encouraged to call for current pricing.",,Call for pricing,False,False,False,False,False,False
SUPERIOR LUMBER COMPANY,http://www.superiorlumberco.com/,+1 814-684-3426,"2642 Sawmill Rd., Tyrone, PA 16686",2642 Sawmill Rd.,Tyrone,16686,Pennsylvania,United States of America,40.6876227,-78.2327017,9,"{""Monday"": ""6AM-5PM"", ""Tuesday"": ""6AM-5PM"", ""Wednesday"": ""6AM-5PM"", ""Thursday"": ""6AM-5PM"", ""Friday"": ""6AM-5PM"", ""Saturday"": ""Closed"", ""Sunday"": ""Closed""}",OPERATIONAL,"https://www.google.com/maps/place/SUPERIOR+LUMBER+COMPANY/@40.6876227,-78.23270169999999,14z/data=!4m8!1m2!2m1!1sSUPERIOR+LUMBER+COMPANY!3m4!1s0x89cc0b94b87c9f2b:0x74e6ad44aad5ea91!8m2!3d40.6876227!4d-78.23270169999999",No,"Oak, Hickory","Kiln-Dried, Dry",,Yes,"SUPERIOR LUMBER COMPANY is a firewood provider based in Tyrone, Pennsylvania. They supply oak, hickory firewood. Their wood is typically kiln-dried, dry for optimal burning. Currently, delivery services are not available. Customers are encouraged to call for current pricing.","Ash, Hickory, Maple, Oak, Poplar, Walnut",Call for pricing,False,False,False,True,True,False
Jake's Firewood,https://justplainbusiness.com/jakes-firewood/,+1 717-330-2443,"175 Main St, New Providence, PA 17560",175 Main St,New Providence,17560,Pennsylvania,United States of America,39.9197238,-76.1904415,9,,OPERATIONAL,"https://www.google.com/maps/place/Jake%27s+Firewood/@39.9197238,-76.19044149999999,14z/data=!4m8!1m2!2m1!1sJake%27s+Firewood!3m4!1s0x89c631c1c1a5d0c3:0x1799659b0c9aaaba!8m2!3d39.9197238!4d-76.19044149999999",No,"Pine, Firewood",,,Yes,"Jake's Firewood is a firewood provider based in New Providence, Pennsylvania. They supply pine, firewood firewood. Currently, delivery services are not available. Customers are encouraged to call for current pricing.",Pine,Call for pricing,False,False,False,True,False,False
TRW Enterprises Inc,http://www.mulchandtopsoil.com/,+1 410-984-8508,"1531 Indian Valley Trail, Westminster, MD 21158",1531 Indian Valley Trail,Westminster,21158,Maryland,United States of America,39.6208324,-77.0181358,9,"{""Monday"": ""8AM-4PM"", ""Tuesday"": ""8AM-4PM"", ""Wednesday"": ""8AM-4PM"", ""Thursday"": ""8AM-4PM"", ""Friday"": ""8AM-4PM"", ""Saturday"": ""8AM-2PM"", ""Sunday"": ""Closed""}",OPERATIONAL,"https://www.google.com/maps/place/TRW+Enterprises+Inc/@39.6208324,-77.0181358,14z/data=!4m8!1m2!2m1!1sTRW+Enterprises+Inc!3m4!1s0x89c8487d242737b1:0x3bf05fbc367705f!8m2!3d39.6208324!4d-77.0181358",Yes,Mixed hardwoods,,,Yes,"TRW Enterprises Inc is a firewood provider based in Westminster, Maryland. They supply mixed hardwoods firewood. Delivery services are offered for local and regional orders. Customers are encouraged to call for current pricing.",,Call for pricing,False,False,True,True,False,False
Know Firewood,https://www.knowfirewood.com/,+1 682-417-2511,"1500 N Industrial Blvd, Euless, TX 76039",1500 N Industrial Blvd,Euless,76039,Texas,United States of America,32.8561555,-97.100227,9,"{""Monday"": ""9AM-6PM"", ""Tuesday"": ""9AM-6PM"", ""Wednesday"": ""9AM-6PM"", ""Thursday"": ""9AM-6PM"", ""Friday"": ""9AM-6PM"", ""Saturday"": ""9AM-6PM"", ""Sunday"": ""Closed""}",OPERATIONAL,"https://www.google.com/maps/place/Know+Firewood/@32.8561555,-97.10022699999999,14z/data=!4m8!1m2!2m1!1sKnow+Firewood!3m4!1s0x864e7f05ca97f9fd:0x8998919e69f5ad92!8m2!3d32.8561555!4d-97.10022699999999",Yes,"Oak, Firewood",Seasoned,"$25 , $80 , $140 30 , $140 4, $50, $50 , $5 ",Yes,"Know Firewood is a firewood provider based in Euless, Texas. They supply oak, firewood firewood. Their wood is typically seasoned for optimal burning. Delivery services are offered for local and regional orders. Pricing ranges from $25 , $80 , $140 30 , $140 4, $50, $50 , $5 .","Oak, Pecan",Call for pricing,False,False,True,True,True,False
"AVALAWN Tree, Lawn & Fence",https://landandlawn.tripod.com/,+1 817-303-3055,,,Arlington,76010,Texas,United States of America,32.7020051,-97.1355256,9,"{""Monday"": ""7AM-7PM"", ""Tuesday"": ""7AM-7PM"", ""Wednesday"": ""7AM-7PM"", ""Thursday"": ""7AM-7PM"", ""Friday"": ""7AM-7PM"", ""Saturday"": ""9AM-7PM"", ""Sunday"": ""Closed""}",OPERATIONAL,"https://www.google.com/maps/place/AVALAWN+Tree%2C+Lawn+%26+Fence/@32.7020051,-97.1355256,14z/data=!4m8!1m2!2m1!1sAVALAWN+Tree%2C+Lawn+%26+Fence!3m4!1s0x864e7d4e923c5ccd:0x13772c5bf62e9e99!8m2!3d32.7020051!4d-97.1355256",No,,,,Yes,"AVALAWN Tree, Lawn & Fence is a firewood provider based in Arlington, Texas. Currently, delivery services are not available. Customers are encouraged to call for current pricing.",,Call for pricing,False,False,False,False,False,False
JTM FIREWOOD & DUMPSTER RENTALS,http://www.jtmfirewood.com/,+1 626-251-6476,"W Baseline Rd, Glendora, CA 91740",W Baseline Rd,Glendora,91740,California,United States of America,34.1209429,-117.8813831,9,"{""Monday"": ""5AM-10PM"", ""Tuesday"": ""5AM-10PM"", ""Wednesday"": ""5AM-10PM"", ""Thursday"": ""5AM-10PM"", ""Friday"": ""5AM-10PM"", ""Saturday"": ""5AM-10PM"", ""Sunday"": ""5AM-10PM""}",OPERATIONAL,"https://www.google.com/maps/place/JTM+FIREWOOD+%26+DUMPSTER+RENTALS/@34.120942899999996,-117.8813831,14z/data=!4m8!1m2!2m1!1sJTM+FIREWOOD+%26+DUMPSTER+RENTALS!3m4!1s0x80c3262b509ab665:0xbf86907069437573!8m2!3d34.120942899999996!4d-117.8813831",No,"Oak, Firewood",,,Yes,"JTM FIREWOOD & DUMPSTER RENTALS is a firewood provider based in Glendora, California. They supply oak, firewood firewood. Currently, delivery services are not available. Customers are encouraged to call for current pricing.",Oak,Call for pricing,False,False,False,True,False,False
Scott's Landscaping & Snow Removal,https://www.scotts-garden-center.com/,+1 215-422-3219,"4218 Germantown Ave, Philadelphia, PA 19140",4218 Germantown Ave,Philadelphia,19140,Pennsylvania,United States of America,40.0186745,-75.1557793,9,"{""Monday"": ""Open 24 hours"", ""Tuesday"": ""Open 24 hours"", ""Wednesday"": ""Open 24 hours"", ""Thursday"": ""Open 24 hours"", ""Friday"": ""Open 24 hours"", ""Saturday"": ""Open 24 hours"", ""Sunday"": ""Open 24 hours""}",OPERATIONAL,"https://www.google.com/maps/place/Scott%27s+Landscaping+%26+Snow+Removal/@40.018674499999996,-75.15577929999999,14z/data=!4m8!1m2!2m1!1sScott%27s+Landscaping+%26+Snow+Removal!3m4!1s0x485d1cd6cdf47b51:0xf60d5a56229538e9!8m2!3d40.018674499999996!4d-75.15577929999999",No,,,,Yes,"Scott's Landscaping & Snow Removal is a firewood provider based in Philadelphia, Pennsylvania. Currently, delivery services are not available. Customers are encouraged to call for current pricing.",,Call for pricing,False,False,False,False,False,False
Bob Shore,http://boonefirewood.com/,+1 828-262-5603,"262 Shore Dr, Blowing Rock, NC 28605",262 Shore Dr,Blowing Rock,28605,North Carolina,United States of America,36.1606476,-81.6486755,9,,OPERATIONAL,"https://www.google.com/maps/place/Bob+Shore/@36.1606476,-81.6486755,14z/data=!4m8!1m2!2m1!1sBob+Shore!3m4!1s0x8850fad8b7dcbdd7:0x31c30ddef164951!8m2!3d36.1606476!4d-81.6486755",Yes,"Oak, Hickory, Firewood",Seasoned,"$250 , $165 , $250 ",Yes,"Bob Shore is a firewood provider based in Blowing Rock, North Carolina. They supply oak, hickory, firewood firewood. Their wood is typically seasoned for optimal burning. Delivery services are offered for local and regional orders. Pricing ranges from $250 , $165 , $250 .","Ash, Beech, Birch, Hickory, Maple, Oak",Call for pricing,False,False,True,True,True,False
All Seasoned Firewood,http://www.treecoinc.com/,+1 714-990-5553,"2251 E Lambert Rd, La Habra, CA 90631",2251 E Lambert Rd,La Habra,90631,California,United States of America,33.9253248,-117.9215777,9,"{""Monday"": ""9AM-5PM"", ""Tuesday"": ""9AM-5PM"", ""Wednesday"": ""9AM-5PM"", ""Thursday"": ""9AM-5PM"", ""Friday"": ""9AM-5PM"", ""Saturday"": ""10AM-4PM"", ""Sunday"": ""Closed""}",OPERATIONAL,"https://www.google.com/maps/place/All+Seasoned+Firewood/@33.9253248,-117.9215777,14z/data=!4m8!1m2!2m1!1sAll+Seasoned+Firewood!3m4!1s0x80dcd55efb47832f:0x893d71f696c4a4de!8m2!3d33.9253248!4d-117.9215777",Yes,Mixed hardwoods,,,Yes,"All Seasoned Firewood is a firewood provider based in La Habra, California. They supply mixed hardwoods firewood. Delivery services are offered for local and regional orders. Customers are encouraged to call for current pricing.",,Call for pricing,False,False,True,True,False,False
"Dexter Forestry Services, LLC",http://dexterforestry.com/,+1 978-660-4228,,,Hubbardston,01452,Massachusetts,United States of America,42.5897814,-72.047747,9,"{""Monday"": ""7AM-4PM"", ""Tuesday"": ""7AM-4PM"", ""Wednesday"": ""7AM-4PM"", ""Thursday"": ""7AM-4PM"", ""Friday"": ""7AM-4PM"", ""Saturday"": ""7AM-12PM"", ""Sunday"": ""Closed""}",OPERATIONAL,"https://www.google.com/maps/place/Dexter+Forestry+Services%2C+LLC/@42.5897814,-72.047747,14z/data=!4m8!1m2!2m1!1sDexter+Forestry+Services%2C+LLC!3m4!1s0x89e151bbbfc3c00d:0x888686bf8472eadf!8m2!3d42.5897814!4d-72.047747",No,,,,Yes,"Dexter Forestry Services, LLC is a firewood provider based in Hubbardston, Massachusetts. Currently, delivery services are not available. Customers are encouraged to call for current pricing.",,Call for pricing,False,False,False,False,False,False
Village Tree Llc,http://www.villagetreellc.co/,+1 603-988-5887,,,Rollinsford,03869,New Hampshire,United States of America,43.166901,-70.7379925,9,"{""Monday"": ""Open 24 hours"", ""Tuesday"": ""Open 24 hours"", ""Wednesday"": ""Open 24 hours"", ""Thursday"": ""Open 24 hours"", ""Friday"": ""Open 24 hours"", ""Saturday"": ""Open 24 hours"", ""Sunday"": ""Open 24 hours""}",OPERATIONAL,"https://www.google.com/maps/place/Village+Tree+Llc/@43.166900999999996,-70.73799249999999,14z/data=!4m8!1m2!2m1!1sVillage+Tree+Llc!3m4!1s0x2bbb61528dc3bc6d:0xc4984df100abe329!8m2!3d43.166900999999996!4d-70.73799249999999",Yes,,Green,,Yes,"Village Tree Llc is a firewood provider based in Rollinsford, New Hampshire. Their wood is typically green for optimal burning. Delivery services are offered for local and regional orders. Customers are encouraged to call for current pricing.",,Call for pricing,False,False,True,False,True,False
Norske Woodworks,http://www.norskewood.com/,+1 608-515-3567,"4718 WI-78, Black Earth, WI 53515",4718 WI-78,Black Earth,53515,Wisconsin,United States of America,43.1136177,-89.7530299,9,"{""Monday"": ""Closed"", ""Tuesday"": ""Closed"", ""Wednesday"": ""8AM-5PM"", ""Thursday"": ""8AM-5PM"", ""Friday"": ""8AM-5PM"", ""Saturday"": ""Closed"", ""Sunday"": ""Closed""}",OPERATIONAL,"https://www.google.com/maps/place/Norske+Woodworks/@43.1136177,-89.7530299,14z/data=!4m8!1m2!2m1!1sNorske+Woodworks!3m4!1s0x88079ec6e8e1352b:0x71ec7bfacb9eaf77!8m2!3d43.1136177!4d-89.7530299",Yes,Mixed hardwoods,,,Yes,"Norske Woodworks is a firewood provider based in Black Earth, Wisconsin. They supply mixed hardwoods firewood. Delivery services are offered for local and regional orders. Customers are encouraged to call for current pricing.",,Call for pricing,False,False,True,True,False,False
Spruit Brothers Inc,http://www.spruitbrothers.com/,+1 616-459-0181,"550 Richmond St NW, Grand Rapids, MI 49504",550 Richmond St NW,Grand Rapids,49504,Michigan,United States of America,42.9916212,-85.6821844,9,"{""Monday"": ""8AM-3:30PM"", ""Tuesday"": ""8AM-3:30PM"", ""Wednesday"": ""8AM-3:30PM"", ""Thursday"": ""8AM-3:30PM"", ""Friday"": ""8AM-3:30PM"", ""Saturday"": ""Closed"", ""Sunday"": ""Closed""}",OPERATIONAL,"https://www.google.com/maps/place/Spruit+Brothers+Inc/@42.9916212,-85.6821844,14z/data=!4m8!1m2!2m1!1sSpruit+Brothers+Inc!3m4!1s0x8819ac272cdf41a3:0xd05c494218bdee4e!8m2!3d42.9916212!4d-85.6821844",No,,,,Yes,"Spruit Brothers Inc is a firewood provider based in Grand Rapids, Michigan. Currently, delivery services are not available. Customers are encouraged to call for current pricing.",,Call for pricing,False,False,False,False,False,False
Razorback Firewood,http://www.razorbackfirewood.com/,+1 501-454-9619,"1300 N Shackleford Rd, Little Rock, AR 72211",1300 N Shackleford Rd,Little Rock,72211,Arkansas,United States of America,34.7654635,-92.3969006,9,"{""Monday"": ""8AM-5PM"", ""Tuesday"": ""8AM-5PM"", ""Wednesday"": ""8AM-5PM"", ""Thursday"": ""8AM-5PM"", ""Friday"": ""8AM-5PM"", ""Saturday"": ""Closed"", ""Sunday"": ""Closed""}",OPERATIONAL,"https://www.google.com/maps/place/Razorback+Firewood/@34.765463499999996,-92.3969006,14z/data=!4m8!1m2!2m1!1sRazorback+Firewood!3m4!1s0x87d2a14696ab9505:0xd6cd975c49197605!8m2!3d34.765463499999996!4d-92.3969006",Yes,"Oak, Firewood",,"$80 , $140 , $170 , $245 ",Yes,"Razorback Firewood is a firewood provider based in Little Rock, Arkansas. They supply oak, firewood firewood. Delivery services are offered for local and regional orders. Pricing ranges from $80 , $140 , $170 , $245 .",Oak,", .00",True,False,True,True,False,True
B & B Tree Services,http://www.bbtreeservice.com/,+1 321-255-3566,"3577 Deerwood Trail, Melbourne, FL 32934",3577 Deerwood Trail,Melbourne,32934,Florida,United States of America,28.1660442,-80.6945661,9,,OPERATIONAL,"https://www.google.com/maps/place/B+%26+B+Tree+Services/@28.166044199999998,-80.6945661,14z/data=!4m8!1m2!2m1!1sB+%26+B+Tree+Services!3m4!1s0x88de0f6170e14e03:0x623798b4142b6213!8m2!3d28.166044199999998!4d-80.6945661",No,,,,Yes,"B & B Tree Services is a firewood provider based in Melbourne, Florida. Currently, delivery services are not available. Customers are encouraged to call for current pricing.",,Call for pricing,False,False,False,False,False,False
Mountaintop Fire Wood,https://mountaintopfirewood.com/,+1 602-432-0405,"25219 N 9th Ave, Phoenix, AZ 85085",25219 N 9th Ave,Phoenix,85085,Arizona,United States of America,33.7150616,-112.0844204,9,"{""Monday"": ""9AM-5PM"", ""Tuesday"": ""9AM-5PM"", ""Wednesday"": ""9AM-5PM"", ""Thursday"": ""9AM-5PM"", ""Friday"": ""9AM-5PM"", ""Saturday"": ""9AM-5PM"", ""Sunday"": ""Closed""}",OPERATIONAL,"https://www.google.com/maps/place/Mountaintop+Fire+Wood/@33.7150616,-112.0844204,14z/data=!4m8!1m2!2m1!1sMountaintop+Fire+Wood!3m4!1s0x872b6590b48a3ae3:0xcb9bf2a9444192f8!8m2!3d33.7150616!4d-112.0844204",Yes,"Oak, Pine, Mesquite, Firewood",,"$600 , $400 , $225 , $40 , $900 , $500 , $300 , $70 , $700 , $400 , $225 , $70 , $700 , $400 , $225 , $70 , $700 , $400 , $225 , $70 , $500 , $300 , $175 , $50 , $650 , $400 , $250 , $65 , $650 , $400 , $250 , $65 , $500 , $250 , $125 , $50 , $900 , $500 , $300 , $70 , $500 , $300 , $200 , $70 , $550 , $350 , $200 , $30 , $50 , $25 , $50, $25",Yes,"Mountaintop Fire Wood is a firewood provider based in Phoenix, Arizona. They supply oak, pine, mesquite, firewood firewood. Delivery services are offered for local and regional orders. Pricing ranges from $600 , $400 , $225 , $40 , $900 , $500 , $300 , $70 , $700 , $400 , $225 , $70 , $700 , $400 , $225 , $70 , $700 , $400 , $225 , $70 , $500 , $300 , $175 , $50 , $650 , $400 , $250 , $65 , $650 , $400 , $250 , $65 , $500 , $250 , $125 , $50 , $900 , $500 , $300 , $70 , $500 , $300 , $200 , $70 , $550 , $350 , $200 , $30 , $50 , $25 , $50, $25.",,Call for pricing,False,False,True,True,False,False
