name,site,phone,full_address,street,city,postal_code,state,country,latitude,longitude,reviews,working_hours,business_status,location_link,delivery_available,firewood_type,firewood_prep,price_range,website_available,description,firewood_type_extracted,price_extracted,price_info_available,needs_manual_review,has_firewood_delivery,has_firewood_type,has_firewood_prep,has_price_info
Mountain State Firewood,http://mountainstatefirewood.com/,+1 304-506-7793,"261 N Antigo Pl, Romney, WV 26757",261 N Antigo Pl,Romney,26757,West Virginia,United States of America,39.343879,-78.753222,1,"{""Monday"": ""9AM-7PM"", ""Tuesday"": ""9AM-7PM"", ""Wednesday"": ""9AM-7PM"", ""Thursday"": ""9AM-7PM"", ""Friday"": ""9AM-7PM"", ""Saturday"": ""9AM-7PM"", ""Sunday"": ""9AM-7PM""}",OPERATIONAL,"https://www.google.com/maps/place/Mountain+State+Firewood/@39.343879,-78.753222,14z/data=!4m8!1m2!2m1!1sMountain+State+Firewood!3m4!1s0x89b57bc6c261192b:0xeb8bedb6cf723c62!8m2!3d39.343879!4d-78.753222",No,,,,Yes,"Mountain State Firewood is a firewood provider based in Romney, West Virginia. Currently, delivery services are not available. Customers are encouraged to call for current pricing.",,Call for pricing,False,False,False,False,False,False
Woodchucks Fire Logs,https://www.muscanell.com/woodchucks-fire-logs/,+1 970-882-4273,"20545 Rd U, Cortez, CO 81321",20545 Rd U,Cortez,81321,Colorado,United States of America,37.4731685,-108.6724685,1,,OPERATIONAL,"https://www.google.com/maps/place/Woodchucks+Fire+Logs/@37.4731685,-108.6724685,14z/data=!4m8!1m2!2m1!1sWoodchucks+Fire+Logs!3m4!1s0x8739732f171332ef:0x288b190c9a225c4d!8m2!3d37.4731685!4d-108.6724685",No,"Oak, Hickory","Green, Dry",,Yes,"Woodchucks Fire Logs is a firewood provider based in Cortez, Colorado. They supply oak, hickory firewood. Their wood is typically green, dry for optimal burning. Currently, delivery services are not available. Customers are encouraged to call for current pricing.","Ash, Cherry, Hickory, Oak, Walnut",Call for pricing,False,False,False,True,True,False
Freedom Firewood LLC,http://freedomfirewoodnj.com/,+1 609-257-2937,"431 Clarks Landing Rd, Egg Harbor City, NJ 08215",431 Clarks Landing Rd,Egg Harbor City,08215,New Jersey,United States of America,39.5437288,-74.5242236,1,"{""Monday"": ""9AM-4PM"", ""Tuesday"": ""9AM-4PM"", ""Wednesday"": ""9AM-4PM"", ""Thursday"": ""9AM-4PM"", ""Friday"": ""9AM-4PM"", ""Saturday"": ""9AM-2PM"", ""Sunday"": ""Closed""}",OPERATIONAL,"https://www.google.com/maps/place/Freedom+Firewood+LLC/@39.5437288,-74.5242236,14z/data=!4m8!1m2!2m1!1sFreedom+Firewood+LLC!3m4!1s0x89c0e10053e5a7b7:0x88ed194de5c01db7!8m2!3d39.5437288!4d-74.5242236",Yes,Mixed hardwoods,Seasoned,,Yes,"Freedom Firewood LLC is a firewood provider based in Egg Harbor City, New Jersey. They supply mixed hardwoods firewood. Their wood is typically seasoned for optimal burning. Delivery services are offered for local and regional orders. Customers are encouraged to call for current pricing.",,Call for pricing,False,False,True,True,True,False
Dallas Firewood,http://dallasfirewood.com/,+1 214-597-8867,,4402 W. University Dr.,McKinney,75071,Texas,United States of America,33.001004,-96.8331966,1,"{""Monday"": ""9AM-6PM"", ""Tuesday"": ""9AM-6PM"", ""Wednesday"": ""9AM-6PM"", ""Thursday"": ""9AM-6PM"", ""Friday"": ""9AM-6PM"", ""Saturday"": ""9AM-6PM"", ""Sunday"": ""Closed""}",OPERATIONAL,"https://www.google.com/maps/place/Dallas+Firewood/@33.001004,-96.8331966,14z/data=!4m8!1m2!2m1!1sDallas+Firewood!3m4!1s0x864c150f1560adbf:0xae0aba291078a169!8m2!3d33.001004!4d-96.8331966",Yes,"Oak, Hickory, Mesquite, Firewood",,,Yes,"Dallas Firewood is a firewood provider based in McKinney, Texas. They supply oak, hickory, mesquite, firewood firewood. Delivery services are offered for local and regional orders. Customers are encouraged to call for current pricing.","Cherry, Mesquite, Oak",Call for pricing,False,False,True,True,False,False
Triple J Firewood Supply,https://triplejfirewoodsupply.com/,+1 740-601-8925,"Township Rd 234, South Bloomingville, OH 43152",Township Rd 234,South Bloomingville,43152,Ohio,United States of America,39.3754663,-82.6116539,1,,OPERATIONAL,"https://www.google.com/maps/place/Triple+J+Firewood+Supply/@39.3754663,-82.6116539,14z/data=!4m8!1m2!2m1!1sTriple+J+Firewood+Supply!3m4!1s0x8847bf1b30805c49:0x6535cb5ed053e569!8m2!3d39.3754663!4d-82.6116539",No,Mixed hardwoods,,,Yes,"Triple J Firewood Supply is a firewood provider based in South Bloomingville, Ohio. They supply mixed hardwoods firewood. Currently, delivery services are not available. Customers are encouraged to call for current pricing.",,Call for pricing,False,False,False,True,False,False
Trusted Tree Services,http://www.trustedtreeservices.com/,+1 973-506-6400,"27 Hubbardton Rd, Wayne, NJ 07470",27 Hubbardton Rd,Wayne,07470,New Jersey,United States of America,40.9525525,-74.2692174,1,"{""Monday"": ""8AM-5PM"", ""Tuesday"": ""8AM-5PM"", ""Wednesday"": ""8AM-5PM"", ""Thursday"": ""8AM-5PM"", ""Friday"": ""8AM-5PM"", ""Saturday"": ""8AM-5PM"", ""Sunday"": ""Closed""}",OPERATIONAL,"https://www.google.com/maps/place/Trusted+Tree+Services/@40.952552499999996,-74.2692174,14z/data=!4m8!1m2!2m1!1sTrusted+Tree+Services!3m4!1s0x89c303aa6d3ffa07:0xeebf51b533ee5618!8m2!3d40.952552499999996!4d-74.2692174",No,,,,Yes,"Trusted Tree Services is a firewood provider based in Wayne, New Jersey. Currently, delivery services are not available. Customers are encouraged to call for current pricing.",,Call for pricing,False,False,False,False,False,False
Axe and Kindle,https://axeandkindle.com/,+1 615-994-1713,,,Nashville,37011,Tennessee,United States of America,46.423669,-129.9427086,1,"{""Monday"": ""8AM-5PM"", ""Tuesday"": ""8AM-5PM"", ""Wednesday"": ""8AM-5PM"", ""Thursday"": ""8AM-5PM"", ""Friday"": ""Closed"", ""Saturday"": ""Closed"", ""Sunday"": ""Closed""}",OPERATIONAL,"https://www.google.com/maps/place/Axe+and+Kindle/@46.423669,-129.9427086,14z/data=!4m8!1m2!2m1!1sAxe+and+Kindle!3m4!1s0x28029bd1baed34cd:0x392e000868fac95!8m2!3d46.423669!4d-129.9427086",No,,,,Yes,"Axe and Kindle is a firewood provider based in Nashville, Tennessee. Currently, delivery services are not available. Customers are encouraged to call for current pricing.",,Call for pricing,False,False,False,False,False,False
Powers Firewood,https://powerstreefarm.com/,+1 336-877-7722,"1068 Piney Creek Rd, Lansing, NC 28643",1068 Piney Creek Rd,Lansing,28643,North Carolina,United States of America,36.497213,-81.494035,1,,OPERATIONAL,"https://www.google.com/maps/place/Powers+Firewood/@36.497212999999995,-81.494035,14z/data=!4m8!1m2!2m1!1sPowers+Firewood!3m4!1s0x8851b360a18ff7c1:0x45753a8f439b0afd!8m2!3d36.497212999999995!4d-81.494035",No,,,,Yes,"Powers Firewood is a firewood provider based in Lansing, North Carolina. Currently, delivery services are not available. Customers are encouraged to call for current pricing.",,Call for pricing,False,False,False,False,False,False
Silver Peaks Inc,https://csfs.colostate.edu/forest-products/silver-peaks-enterprise/,+1 970-586-9236,"1500 CO-66, Estes Park, CO 80517",1500 CO-66,Estes Park,80517,Colorado,United States of America,40.3628763,-105.5506435,1,,OPERATIONAL,"https://www.google.com/maps/place/Silver+Peaks+Inc/@40.362876299999996,-105.55064349999999,14z/data=!4m8!1m2!2m1!1sSilver+Peaks+Inc!3m4!1s0x8769660bb29a93b7:0x9adfb882a076cbe6!8m2!3d40.362876299999996!4d-105.55064349999999",No,"Oak, Pine, Firewood","Seasoned, Kiln-Dried, Green, Dry","$1, $2, $1, $2",Yes,"Silver Peaks Inc is a firewood provider based in Estes Park, Colorado. They supply oak, pine, firewood firewood. Their wood is typically seasoned, kiln-dried, green, dry for optimal burning. Currently, delivery services are not available. Pricing ranges from $1, $2, $1, $2.","Apple, Cedar, Locust, Maple, Oak, Pine, Walnut",".00, .50",True,False,False,True,True,True
Cross Check Services,https://crosscheckfirewood.com/,+1 530-581-4225,"1264 Lanny Ln, Olympic Valley, CA 96146",1264 Lanny Ln,Olympic Valley,96146,California,United States of America,39.2041659,-120.2231906,1,"{""Monday"": ""7AM-5PM"", ""Tuesday"": ""7AM-5PM"", ""Wednesday"": ""7AM-5PM"", ""Thursday"": ""7AM-5PM"", ""Friday"": ""7AM-5PM"", ""Saturday"": ""Closed"", ""Sunday"": ""Closed""}",OPERATIONAL,"https://www.google.com/maps/place/Cross+Check+Services/@39.2041659,-120.2231906,14z/data=!4m8!1m2!2m1!1sCross+Check+Services!3m4!1s0x809bd9bf253da13f:0xb96240fff45d8100!8m2!3d39.2041659!4d-120.2231906",No,Pine,,,Yes,"Cross Check Services is a firewood provider based in Olympic Valley, California. They supply pine firewood. Currently, delivery services are not available. Customers are encouraged to call for current pricing.",Pine,Call for pricing,False,False,False,True,False,False
J & J Log Splitting LLC,https://jandjlogs.com/,+1 732-592-7901,,,Brick Township,08723,New Jersey,United States of America,40.0419405,-74.258048,1,,OPERATIONAL,"https://www.google.com/maps/place/J+%26+J+Log+Splitting+LLC/@40.041940499999995,-74.258048,14z/data=!4m8!1m2!2m1!1sJ+%26+J+Log+Splitting+LLC!3m4!1s0x646d97d934fbd695:0xd642b78264d16539!8m2!3d40.041940499999995!4d-74.258048",No,,,,Yes,"J & J Log Splitting LLC is a firewood provider based in Brick Township, New Jersey. Currently, delivery services are not available. Customers are encouraged to call for current pricing.",,Call for pricing,False,False,False,False,False,False
Little Suamico Firewood Company,https://sites.google.com/view/littlesuamicofc,+1 920-510-4815,"5219 Bramschreiber Rd, Little Suamico, WI 54141",5219 Bramschreiber Rd,Little Suamico,54141,Wisconsin,United States of America,44.6911704,-88.025384,1,"{""Monday"": ""Open 24 hours"", ""Tuesday"": ""Open 24 hours"", ""Wednesday"": ""Open 24 hours"", ""Thursday"": ""Open 24 hours"", ""Friday"": ""Open 24 hours"", ""Saturday"": ""Open 24 hours"", ""Sunday"": ""Open 24 hours""}",OPERATIONAL,"https://www.google.com/maps/place/Little+Suamico+Firewood+Company/@44.6911704,-88.025384,14z/data=!4m8!1m2!2m1!1sLittle+Suamico+Firewood+Company!3m4!1s0x88028df31a6040fd:0x2e6fb8603cb725b3!8m2!3d44.6911704!4d-88.025384",Yes,"Oak, Firewood",,"$10 , $5 , $5 ",Yes,"Little Suamico Firewood Company is a firewood provider based in Little Suamico, Wisconsin. They supply oak, firewood firewood. Delivery services are offered for local and regional orders. Pricing ranges from $10 , $5 , $5 .",,Call for pricing,False,False,True,True,False,False
