name,site,phone,full_address,street,city,postal_code,state,country,latitude,longitude,reviews,working_hours,business_status,location_link,delivery_available,firewood_type,firewood_prep,price_range,website_available,description,firewood_type_extracted,price_extracted,price_info_available,needs_manual_review,has_firewood_delivery,has_firewood_type,has_firewood_prep,has_price_info
Tiffany Woods Association,,+1 843-272-2158,"933 Tiffany Ln, Red Hill, SC 29572",933 Tiffany Ln,Red Hill,29572,South Carolina,United States of America,33.7546063,-79.0147294,3,,OPERATIONAL,"https://www.google.com/maps/place/Tiffany+Woods+Association/@33.7546063,-79.0147294,14z/data=!4m8!1m2!2m1!1sTiffany+Woods+Association!3m4!1s0x89006cabc4058cf3:0x2c27ff1d75a72e75!8m2!3d33.7546063!4d-79.0147294",,,,,No,"Tiffany Woods Association is a firewood provider based in Red Hill, South Carolina. Customers are encouraged to call for current pricing.",,Call for pricing,False,False,False,False,False,False
TnT Carpet Cleaning,,+1 916-969-0554,,,Bay Point,94565,Texas,United States of America,37.8921577,-121.380916,3,"{""Monday"": ""8AM-5PM"", ""Tuesday"": ""8AM-5PM"", ""Wednesday"": ""8AM-5PM"", ""Thursday"": ""8AM-5PM"", ""Friday"": ""8AM-5PM"", ""Saturday"": ""9AM-6PM"", ""Sunday"": ""Closed""}",OPERATIONAL,"https://www.google.com/maps/place/TnT+Carpet+Cleaning/@37.8921577,-121.380916,14z/data=!4m8!1m2!2m1!1sTnT+Carpet+Cleaning!3m4!1s0x809abfc30c9c387d:0x74b121c83589d136!8m2!3d37.8921577!4d-121.380916",,,,,No,"TnT Carpet Cleaning is a firewood provider based in Bay Point, Texas. Customers are encouraged to call for current pricing.",,Call for pricing,False,False,False,False,False,False
Rickys Enterprises LLC,,+1 612-802-9569,,,Saint Paul,55155,Minnesota,United States of America,45.7157685,-93.6984435,3,"{""Monday"": ""6AM-9PM"", ""Tuesday"": ""6AM-9PM"", ""Wednesday"": ""6AM-9PM"", ""Thursday"": ""6AM-9PM"", ""Friday"": ""6AM-9PM"", ""Saturday"": ""6AM-9PM"", ""Sunday"": ""6AM-9PM""}",OPERATIONAL,"https://www.google.com/maps/place/Rickys+Enterprises+LLC/@45.715768499999996,-93.6984435,14z/data=!4m8!1m2!2m1!1sRickys+Enterprises+LLC!3m4!1s0x52b41d523dc29623:0x1c93411f3e6897ad!8m2!3d45.715768499999996!4d-93.6984435",,,,,No,"Rickys Enterprises LLC is a firewood provider based in Saint Paul, Minnesota. Customers are encouraged to call for current pricing.",,Call for pricing,False,False,False,False,False,False
James Vincent Pro Tree Services,,+1 912-484-7679,"441 Lilla Myers Rd, Ellabell, GA 31308",441 Lilla Myers Rd,Ellabell,31308,Georgia,United States of America,32.22727,-81.563098,3,"{""Monday"": ""7AM-8PM"", ""Tuesday"": ""7AM-8PM"", ""Wednesday"": ""7AM-8PM"", ""Thursday"": ""7AM-8PM"", ""Friday"": ""7AM-8PM"", ""Saturday"": ""7AM-8PM"", ""Sunday"": ""9AM-6PM""}",OPERATIONAL,"https://www.google.com/maps/place/James+Vincent+Pro+Tree+Services/@32.22727,-81.563098,14z/data=!4m8!1m2!2m1!1sJames+Vincent+Pro+Tree+Services!3m4!1s0x88fa525dcb0ec163:0x562b6a23ac81477e!8m2!3d32.22727!4d-81.563098",,,,,No,"James Vincent Pro Tree Services is a firewood provider based in Ellabell, Georgia. Customers are encouraged to call for current pricing.",,Call for pricing,False,False,False,False,False,False
Calvin C Powling Jr Logging,,+1 802-365-4027,"367 Timson Hill Rd, Newfane, VT 05345",367 Timson Hill Rd,Newfane,05345,Vermont,United States of America,42.9711661,-72.684163,4,"{""Monday"": ""7AM-4PM"", ""Tuesday"": ""7AM-4PM"", ""Wednesday"": ""7AM-4PM"", ""Thursday"": ""7AM-4PM"", ""Friday"": ""7AM-4PM"", ""Saturday"": ""Closed"", ""Sunday"": ""Closed""}",OPERATIONAL,"https://www.google.com/maps/place/Calvin+C+Powling+Jr+Logging/@42.9711661,-72.684163,14z/data=!4m8!1m2!2m1!1sCalvin+C+Powling+Jr+Logging!3m4!1s0x89e102425cad68c9:0xddabb200b1886e09!8m2!3d42.9711661!4d-72.684163",,,,,No,"Calvin C Powling Jr Logging is a firewood provider based in Newfane, Vermont. Customers are encouraged to call for current pricing.",,Call for pricing,False,False,False,False,False,False
Thayer Wood Energy Inc,,+1 603-878-2081,"293 Main St, New Ipswich, NH 03071",293 Main St,New Ipswich,03071,New Hampshire,United States of America,42.7436556,-71.8652219,4,,OPERATIONAL,"https://www.google.com/maps/place/Thayer+Wood+Energy+Inc/@42.7436556,-71.8652219,14z/data=!4m8!1m2!2m1!1sThayer+Wood+Energy+Inc!3m4!1s0x89e3d97b31b0ad95:0x35a8d4bee3261e5d!8m2!3d42.7436556!4d-71.8652219",,,,,No,"Thayer Wood Energy Inc is a firewood provider based in New Ipswich, New Hampshire. Customers are encouraged to call for current pricing.",,Call for pricing,False,False,False,False,False,False
Phoebe's Firewood,,+1 908-307-2681,"131 Oldwick Rd, White House Station, NJ 08889",131 Oldwick Rd,White House Station,08889,New Jersey,United States of America,40.6530636,-74.7533719,4,,OPERATIONAL,"https://www.google.com/maps/place/Phoebe%27s+Firewood/@40.653063599999996,-74.75337189999999,14z/data=!4m8!1m2!2m1!1sPhoebe%27s+Firewood!3m4!1s0x89c3923cd0c6267f:0xffc5adcee62a6fc7!8m2!3d40.653063599999996!4d-74.75337189999999",,,,,No,"Phoebe's Firewood is a firewood provider based in White House Station, New Jersey. Customers are encouraged to call for current pricing.",,Call for pricing,False,False,False,False,False,False
Barrington Hills Firewood,,+1 908-276-2382,,,Barrington Hills,60010,Illinois ,United States of America,42.1305955,-88.2256989,4,,OPERATIONAL,"https://www.google.com/maps/place/Barrington+Hills+Firewood/@42.1305955,-88.2256989,14z/data=!4m8!1m2!2m1!1sBarrington+Hills+Firewood!3m4!1s0x89c3bf565f0c2541:0x7b954369d6b3da70!8m2!3d42.1305955!4d-88.2256989",,,,,No,"Barrington Hills Firewood is a firewood provider based in Barrington Hills, Illinois . Customers are encouraged to call for current pricing.",,Call for pricing,False,False,False,False,False,False
Charles Baker Firewood,,+1 530-676-1512,"Shingle Springs, CA 95682",,Shingle Springs,95682,California,United States of America,38.664429,-120.934402,4,,OPERATIONAL,"https://www.google.com/maps/place/Charles+Baker+Firewood/@38.664429,-120.93440199999999,14z/data=!4m8!1m2!2m1!1sCharles+Baker+Firewood!3m4!1s0x809af79b3656c047:0x1efea1b28fef47d3!8m2!3d38.664429!4d-120.93440199999999",,,,,No,"Charles Baker Firewood is a firewood provider based in Shingle Springs, California. Customers are encouraged to call for current pricing.",,Call for pricing,False,False,False,False,False,False
Adams Logging,,+1 978-544-8148,"133 Jones Cemetery Rd, Orange, MA 01364",133 Jones Cemetery Rd,Orange,01364,Massachusetts,United States of America,42.613348,-72.274465,4,"{""Monday"": ""8AM-6PM"", ""Tuesday"": ""8AM-6PM"", ""Wednesday"": ""8AM-6PM"", ""Thursday"": ""8AM-6PM"", ""Friday"": ""8AM-6PM"", ""Saturday"": ""8AM-6PM"", ""Sunday"": ""Closed""}",OPERATIONAL,"https://www.google.com/maps/place/Adams+Logging/@42.613347999999995,-72.27446499999999,14z/data=!4m8!1m2!2m1!1sAdams+Logging!3m4!1s0x89e146dcf3fc7c13:0xee6ef23f585f92a5!8m2!3d42.613347999999995!4d-72.27446499999999",,,,,No,"Adams Logging is a firewood provider based in Orange, Massachusetts. Customers are encouraged to call for current pricing.",,Call for pricing,False,False,False,False,False,False
Burning Embers Firewood,,+1 608-215-3793,"N1426 Crest Rd, Watertown, WI 53098",N1426 Crest Rd,Watertown,53098,Wisconsin,United States of America,43.2462653,-88.7491736,4,"{""Monday"": ""12-5PM"", ""Tuesday"": ""12-5PM"", ""Wednesday"": ""12-5PM"", ""Thursday"": ""12-5PM"", ""Friday"": ""12-5PM"", ""Saturday"": ""12-5PM"", ""Sunday"": ""Closed""}",OPERATIONAL,"https://www.google.com/maps/place/Burning+Embers+Firewood/@43.2462653,-88.74917359999999,14z/data=!4m8!1m2!2m1!1sBurning+Embers+Firewood!3m4!1s0x880429eeda426e6b:0xc20fa9a74bc324!8m2!3d43.2462653!4d-88.74917359999999",,,,,No,"Burning Embers Firewood is a firewood provider based in Watertown, Wisconsin. Customers are encouraged to call for current pricing.",,Call for pricing,False,False,False,False,False,False
Calhoun firewood sales,,+1 608-633-1550,"33364 WI-71, Elroy, WI 53929",33364 WI-71,Elroy,53929,Wisconsin,United States of America,43.7732446,-90.3273749,4,"{""Monday"": ""8AM-5PM"", ""Tuesday"": ""8-9AM"", ""Wednesday"": ""8-9AM"", ""Thursday"": ""8-9AM"", ""Friday"": ""5-7PM"", ""Saturday"": ""7AM-5PM"", ""Sunday"": ""8AM-3PM""}",OPERATIONAL,"https://www.google.com/maps/place/Calhoun+firewood+sales/@43.7732446,-90.3273749,14z/data=!4m8!1m2!2m1!1sCalhoun+firewood+sales!3m4!1s0x87fddf4f5f192413:0x60712d4a89f43336!8m2!3d43.7732446!4d-90.3273749",,,,,No,"Calhoun firewood sales is a firewood provider based in Elroy, Wisconsin. Customers are encouraged to call for current pricing.",,Call for pricing,False,False,False,False,False,False
De luz Firewood,,+1 760-847-1471,"2996 De Luz Heights Rd, Fallbrook, CA 92028",2996 De Luz Heights Rd,Fallbrook,92028,California,United States of America,33.433824,-117.2654388,4,"{""Monday"": ""Open 24 hours"", ""Tuesday"": ""Open 24 hours"", ""Wednesday"": ""Open 24 hours"", ""Thursday"": ""Open 24 hours"", ""Friday"": ""Open 24 hours"", ""Saturday"": ""Open 24 hours"", ""Sunday"": ""Open 24 hours""}",OPERATIONAL,"https://www.google.com/maps/place/De+luz+Firewood/@33.433824,-117.2654388,14z/data=!4m8!1m2!2m1!1sDe+luz+Firewood!3m4!1s0x80dc7fc308b880cf:0x88af1b864f5e6344!8m2!3d33.433824!4d-117.2654388",,,,,No,"De luz Firewood is a firewood provider based in Fallbrook, California. Customers are encouraged to call for current pricing.",,Call for pricing,False,False,False,False,False,False
Orleans Firewood,,+1 508-255-3401,"20 Industry Way, Orleans, MA 02653",20 Industry Way,Orleans,02653,Massachusetts,United States of America,41.7762077,-69.9950393,4,"{""Monday"": ""7AM-5PM"", ""Tuesday"": ""7AM-5PM"", ""Wednesday"": ""7AM-5PM"", ""Thursday"": ""7AM-5PM"", ""Friday"": ""7AM-5PM"", ""Saturday"": ""Closed"", ""Sunday"": ""Closed""}",OPERATIONAL,"https://www.google.com/maps/place/Orleans+Firewood/@41.7762077,-69.9950393,14z/data=!4m8!1m2!2m1!1sOrleans+Firewood!3m4!1s0x89fb6bce226bd7ff:0x8bea2c64202608ef!8m2!3d41.7762077!4d-69.9950393",,,,,No,"Orleans Firewood is a firewood provider based in Orleans, Massachusetts. Customers are encouraged to call for current pricing.",,Call for pricing,False,False,False,False,False,False
Twisted Bean Firewood & Construction,,+1 432-213-5136,"Steer Baseball Field, 628 E 8th St, Big Spring, TX 79720","Steer Baseball Field, 628 E 8th St",Big Spring,79720,Texas,United States of America,32.25108,-101.4651883,4,"{""Monday"": ""8AM-10PM"", ""Tuesday"": ""8AM-10PM"", ""Wednesday"": ""8AM-10PM"", ""Thursday"": ""8AM-10PM"", ""Friday"": ""8AM-10PM"", ""Saturday"": ""8AM-10PM"", ""Sunday"": ""8AM-10PM""}",OPERATIONAL,"https://www.google.com/maps/place/Twisted+Bean+Firewood+%26+Construction/@32.25108,-101.4651883,14z/data=!4m8!1m2!2m1!1sTwisted+Bean+Firewood+%26+Construction!3m4!1s0x86f923d004eebdab:0xb0f9cdf65c6a91ed!8m2!3d32.25108!4d-101.4651883",,,,,No,"Twisted Bean Firewood & Construction is a firewood provider based in Big Spring, Texas. Customers are encouraged to call for current pricing.",,Call for pricing,False,False,False,False,False,False
Natural Heat Firewood,,+1 831-335-4927,"9661 Zayante Dr, Felton, CA 95018",9661 Zayante Dr,Felton,95018,California,United States of America,37.090737,-122.045799,4,,OPERATIONAL,"https://www.google.com/maps/place/Natural+Heat+Firewood/@37.090737,-122.04579899999999,14z/data=!4m8!1m2!2m1!1sNatural+Heat+Firewood!3m4!1s0x808e464e3b4dd15b:0xd62f29f3160a3f25!8m2!3d37.090737!4d-122.04579899999999",,,,,No,"Natural Heat Firewood is a firewood provider based in Felton, California. Customers are encouraged to call for current pricing.",,Call for pricing,False,False,False,False,False,False
Kimshawn Firewood & Logging,,+1 740-763-4245,"13167 Dodds Rd SE, Heath, OH 43056",13167 Dodds Rd SE,Heath,43056,Ohio,United States of America,40.0081344,-82.2976201,4,,OPERATIONAL,"https://www.google.com/maps/place/Kimshawn+Firewood+%26+Logging/@40.008134399999996,-82.2976201,14z/data=!4m8!1m2!2m1!1sKimshawn+Firewood+%26+Logging!3m4!1s0x88381eda7e4cb577:0x4c92a4a3f9b17f7!8m2!3d40.008134399999996!4d-82.2976201",,,,,No,"Kimshawn Firewood & Logging is a firewood provider based in Heath, Ohio. Customers are encouraged to call for current pricing.",,Call for pricing,False,False,False,False,False,False
Keener's firewood,,+1 330-432-2582,"3455 Rice Rd SW, New Philadelphia, OH 44663",3455 Rice Rd SW,New Philadelphia,44663,Ohio,United States of America,40.4136632,-81.5271997,4,"{""Monday"": ""8AM-7PM"", ""Tuesday"": ""8AM-7PM"", ""Wednesday"": ""8AM-7PM"", ""Thursday"": ""8AM-7PM"", ""Friday"": ""8AM-7PM"", ""Saturday"": ""8AM-7PM"", ""Sunday"": ""8AM-7PM""}",OPERATIONAL,"https://www.google.com/maps/place/Keener%27s+firewood/@40.413663199999995,-81.5271997,14z/data=!4m8!1m2!2m1!1sKeener%27s+firewood!3m4!1s0x883703a07c65ac29:0x1dbfb63880c3402d!8m2!3d40.413663199999995!4d-81.5271997",,,,,No,"Keener's firewood is a firewood provider based in New Philadelphia, Ohio. Customers are encouraged to call for current pricing.",,Call for pricing,False,False,False,False,False,False
Split-n-Stacked by Stout,,+1 918-384-9328,"7421 N E 36th, Okay, OK 74446",7421 N E 36th,Okay,74446,Oklahoma,United States of America,35.8499022,-95.3218313,4,"{""Monday"": ""Open 24 hours"", ""Tuesday"": ""Open 24 hours"", ""Wednesday"": ""Open 24 hours"", ""Thursday"": ""Open 24 hours"", ""Friday"": ""Open 24 hours"", ""Saturday"": ""Open 24 hours"", ""Sunday"": ""Open 24 hours""}",OPERATIONAL,"https://www.google.com/maps/place/Split-n-Stacked+by+Stout/@35.849902199999995,-95.3218313,14z/data=!4m8!1m2!2m1!1sSplit-n-Stacked+by+Stout!3m4!1s0x87b60bdadbd4c0f9:0x6230ca77a23a2792!8m2!3d35.849902199999995!4d-95.3218313",,,,,No,"Split-n-Stacked by Stout is a firewood provider based in Okay, Oklahoma. Customers are encouraged to call for current pricing.",,Call for pricing,False,False,False,False,False,False
Elson's Exotics,,+1 954-473-0831,"4077 SW 121st Terrace, Davie, FL 33330",4077 SW 121st Terrace,Davie,33330,Florida,United States of America,26.0703369,-80.3101585,4,,OPERATIONAL,"https://www.google.com/maps/place/Elson%27s+Exotics/@26.070336899999997,-80.3101585,14z/data=!4m8!1m2!2m1!1sElson%27s+Exotics!3m4!1s0x88d9a797befb5de5:0x4b6c113599c299ab!8m2!3d26.070336899999997!4d-80.3101585",,,,,No,"Elson's Exotics is a firewood provider based in Davie, Florida. Customers are encouraged to call for current pricing.",,Call for pricing,False,False,False,False,False,False
Dolores Firewood and wood stoves,,,"5308 hwy160, Cortez, CO 81321",5308 hwy160,Cortez,81321,Colorado,United States of America,37.3488827,-108.5859265,4,"{""Monday"": ""9AM-5PM"", ""Tuesday"": ""9AM-5PM"", ""Wednesday"": ""9AM-5PM"", ""Thursday"": ""9AM-5PM"", ""Friday"": ""9AM-5PM"", ""Saturday"": ""9AM-5PM"", ""Sunday"": ""9AM-5PM""}",OPERATIONAL,"https://www.google.com/maps/place/Dolores+Firewood+and+wood+stoves/@37.3488827,-108.5859265,14z/data=!4m8!1m2!2m1!1sDolores+Firewood+and+wood+stoves!3m4!1s0x87396b811eb82d45:0x26b8b091c37b23e7!8m2!3d37.3488827!4d-108.5859265",,,,,No,"Dolores Firewood and wood stoves is a firewood provider based in Cortez, Colorado. Customers are encouraged to call for current pricing.",,Call for pricing,False,False,False,False,False,False
Morrison's Firewood Services,,+1 505-927-7247,"33741C, US Hwy 285, Ojo Caliente, NM 87549","33741C, US Hwy 285",Ojo Caliente,87549,New Mexico,United States of America,36.1019444,-106.1320323,4,"{""Monday"": ""7AM-7PM"", ""Tuesday"": ""7AM-7PM"", ""Wednesday"": ""7AM-7PM"", ""Thursday"": ""7AM-7PM"", ""Friday"": ""7AM-7PM"", ""Saturday"": ""7AM-7PM"", ""Sunday"": ""7AM-7PM""}",OPERATIONAL,"https://www.google.com/maps/place/Morrison%27s+Firewood+Services/@36.1019444,-106.13203229999999,14z/data=!4m8!1m2!2m1!1sMorrison%27s+Firewood+Services!3m4!1s0x871823659955a6a7:0x33a2dcba99d9385f!8m2!3d36.1019444!4d-106.13203229999999",,,,,No,"Morrison's Firewood Services is a firewood provider based in Ojo Caliente, New Mexico. Customers are encouraged to call for current pricing.",,Call for pricing,False,False,False,False,False,False
5 Mile Firewood,,+1 414-732-5283,"6034 WI-31, Racine, WI 53402",6034 WI-31,Racine,53402,Wisconsin,United States of America,42.7996562,-87.8363699,4,"{""Monday"": ""9AM-5PM"", ""Tuesday"": ""9AM-5PM"", ""Wednesday"": ""9AM-5PM"", ""Thursday"": ""9AM-5PM"", ""Friday"": ""9AM-5PM"", ""Saturday"": ""Closed"", ""Sunday"": ""Closed""}",OPERATIONAL,"https://www.google.com/maps/place/5+Mile+Firewood/@42.7996562,-87.8363699,14z/data=!4m8!1m2!2m1!1s5+Mile+Firewood!3m4!1s0x71bf69e6928e27f:0x4d42fbb20d29e8bf!8m2!3d42.7996562!4d-87.8363699",,,,,No,"5 Mile Firewood is a firewood provider based in Racine, Wisconsin. Customers are encouraged to call for current pricing.",,Call for pricing,False,False,False,False,False,False
Schaben Home Services,,+1 531-329-9344,"7916 N 101st Plaza, Omaha, NE 68122",7916 N 101st Plaza,Omaha,68122,Nebraska,United States of America,41.3308146,-96.0714415,4,,OPERATIONAL,"https://www.google.com/maps/place/Schaben+Home+Services/@41.3308146,-96.07144149999999,14z/data=!4m8!1m2!2m1!1sSchaben+Home+Services!3m4!1s0x8793ecd271c53835:0xddaa927f89c526fe!8m2!3d41.3308146!4d-96.07144149999999",,,,,No,"Schaben Home Services is a firewood provider based in Omaha, Nebraska. Customers are encouraged to call for current pricing.",,Call for pricing,False,False,False,False,False,False
Forest Custom Firewood,,+1 814-590-8435,"929 Miller Rd, Sigel, PA 15860",929 Miller Rd,Sigel,15860,Pennsylvania,United States of America,41.2888701,-79.1058198,4,"{""Monday"": ""Open 24 hours"", ""Tuesday"": ""Open 24 hours"", ""Wednesday"": ""Open 24 hours"", ""Thursday"": ""Open 24 hours"", ""Friday"": ""Open 24 hours"", ""Saturday"": ""Open 24 hours"", ""Sunday"": ""Open 24 hours""}",OPERATIONAL,"https://www.google.com/maps/place/Forest+Custom+Firewood/@41.2888701,-79.10581979999999,14z/data=!4m8!1m2!2m1!1sForest+Custom+Firewood!3m4!1s0x89ccdddc302af8a3:0xf6feb39d9699fae0!8m2!3d41.2888701!4d-79.10581979999999",,,,,No,"Forest Custom Firewood is a firewood provider based in Sigel, Pennsylvania. Customers are encouraged to call for current pricing.",,Call for pricing,False,False,False,False,False,False
