name,site,phone,full_address,street,city,postal_code,state,country,latitude,longitude,reviews,working_hours,business_status,location_link,delivery_available,firewood_type,firewood_prep,price_range,website_available,description,firewood_type_extracted,price_extracted,price_info_available,needs_manual_review,has_firewood_delivery,has_firewood_type,has_firewood_prep,has_price_info
Frailey's Greenhouse & Garden Center LLC,http://www.fraileyco.com/,+1 814-378-6000,"528 Ginter Morann Hwy, Smithmill, PA 16680",528 Ginter Morann Hwy,Smithmill,16680,Pennsylvania,United States of America,40.7575927,-78.3954891,42,"{""Monday"": ""Closed"", ""Tuesday"": ""9AM-4PM"", ""Wednesday"": ""9AM-4PM"", ""Thursday"": ""9AM-4PM"", ""Friday"": ""9AM-8PM"", ""Saturday"": ""9AM-8PM"", ""Sunday"": ""Closed""}",OPERATIONAL,"https://www.google.com/maps/place/Frailey%27s+Greenhouse+%26+Garden+Center+LLC/@40.7575927,-78.39548909999999,14z/data=!4m8!1m2!2m1!1sFrailey%27s+Greenhouse+%26+Garden+Center+LLC!3m4!1s0x89cc76a32af632cb:0xa7c4378debb08851!8m2!3d40.7575927!4d-78.39548909999999",No,,Green,,Yes,"Frailey's Greenhouse & Garden Center LLC is a firewood provider based in Smithmill, Pennsylvania. Their wood is typically green for optimal burning. Currently, delivery services are not available. Customers are encouraged to call for current pricing.",,Call for pricing,False,False,False,False,True,False
Country Fuel,http://www.countryfuelllc.com/,+1 207-725-4651,"603 River Rd, Topsham, ME 04086",603 River Rd,Topsham,04086,Maine,United States of America,43.95648,-70.013138,42,"{""Monday"": ""7AM-5PM"", ""Tuesday"": ""7AM-5PM"", ""Wednesday"": ""7AM-5PM"", ""Thursday"": ""7AM-5PM"", ""Friday"": ""7AM-5PM"", ""Saturday"": ""Closed"", ""Sunday"": ""Closed""}",OPERATIONAL,"https://www.google.com/maps/place/Country+Fuel/@43.95648,-70.013138,14z/data=!4m8!1m2!2m1!1sCountry+Fuel!3m4!1s0x4cb279cae2e4081d:0x12916ccb3cdf1a50!8m2!3d43.95648!4d-70.013138",Yes,,"Seasoned, Green","$35, $330, $410, $100, $5, $199 , $225, $159 , $139 , $225 , $50 , $199 , $225, $159 , $139 , $225 , $50 ",Yes,"Country Fuel is a firewood provider based in Topsham, Maine. Their wood is typically seasoned, green for optimal burning. Delivery services are offered for local and regional orders. Pricing ranges from $35, $330, $410, $100, $5, $199 , $225, $159 , $139 , $225 , $50 , $199 , $225, $159 , $139 , $225 , $50 .",,", .00",True,False,True,False,True,True
BCK Landscape Supply,https://www.bcklandscape.com/,+1 570-575-2440,"1100 Lackawanna Trail, Dalton, PA 18414",1100 Lackawanna Trail,Dalton,18414,Pennsylvania,United States of America,41.5482491,-75.745053,42,"{""Monday"": ""7:30AM-5PM"", ""Tuesday"": ""7:30AM-5PM"", ""Wednesday"": ""7:30AM-5PM"", ""Thursday"": ""7:30AM-5PM"", ""Friday"": ""7:30AM-5PM"", ""Saturday"": ""8AM-2PM"", ""Sunday"": ""Closed""}",OPERATIONAL,"https://www.google.com/maps/place/BCK+Landscape+Supply/@41.5482491,-75.745053,14z/data=!4m8!1m2!2m1!1sBCK+Landscape+Supply!3m4!1s0x89c529ad34d117d1:0xf8fec0bfa11b14b3!8m2!3d41.5482491!4d-75.745053",No,"Apple, Maple","Kiln-dried, Seasoned",,Yes,"BCK Landscape Supply is a firewood provider based in Dalton, Pennsylvania. They supply apple, maple firewood. Their wood is typically kiln-dried, seasoned for optimal burning. Currently, delivery services are not available. Customers are encouraged to call for current pricing.","Apple, Maple",Call for pricing,False,False,False,True,True,False
American Forest Lands Washington Logging Company LLC,https://americanforestlands.com/,+1 800-564-2568,"21410 SE 248th St, Maple Valley, WA 98038",21410 SE 248th St,Maple Valley,98038,Washington,United States of America,47.3800815,-122.0555064,42,"{""Monday"": ""Open 24 hours"", ""Tuesday"": ""Open 24 hours"", ""Wednesday"": ""Open 24 hours"", ""Thursday"": ""Open 24 hours"", ""Friday"": ""Open 24 hours"", ""Saturday"": ""Open 24 hours"", ""Sunday"": ""Open 24 hours""}",OPERATIONAL,"https://www.google.com/maps/place/American+Forest+Lands+Washington+Logging+Company+LLC/@47.380081499999996,-122.0555064,14z/data=!4m8!1m2!2m1!1sAmerican+Forest+Lands+Washington+Logging+Company+LLC!3m4!1s0x54908aa5c193857f:0xb14575d88467c1a8!8m2!3d47.380081499999996!4d-122.0555064",Yes,"Alder, Maple",Green,,Yes,"American Forest Lands Washington Logging Company LLC is a firewood provider based in Maple Valley, Washington. They supply alder, maple firewood. Their wood is typically green for optimal burning. Delivery services are offered for local and regional orders. Customers are encouraged to call for current pricing.","Alder, Maple",Call for pricing,False,False,True,True,True,False
Flight Tree Service Inc,http://www.flighttreeservices.com/,+1 224-381-5503,"38594 N Sheridan Rd, Beach Park, IL 60099",38594 N Sheridan Rd,Beach Park,60099,Illinois,United States of America,42.4221742,-87.826278,42,"{""Monday"": ""8AM-6PM"", ""Tuesday"": ""8AM-6PM"", ""Wednesday"": ""8AM-6PM"", ""Thursday"": ""8AM-6PM"", ""Friday"": ""8AM-6PM"", ""Saturday"": ""8AM-12PM"", ""Sunday"": ""Closed""}",OPERATIONAL,"https://www.google.com/maps/place/Flight+Tree+Service+Inc/@42.4221742,-87.826278,14z/data=!4m8!1m2!2m1!1sFlight+Tree+Service+Inc!3m4!1s0x880ff4986c2fca05:0x73efbd6b65609ef0!8m2!3d42.4221742!4d-87.826278",No,,,,Yes,"Flight Tree Service Inc is a firewood provider based in Beach Park, Illinois. Currently, delivery services are not available. Customers are encouraged to call for current pricing.",,Call for pricing,False,False,False,False,False,False
O'Brien's Outdoors Tree Service,https://www.obrienoutdoors.com/,+1 443-398-5464,"2523 Ebbvale Rd, Manchester, MD 21102",2523 Ebbvale Rd,Manchester,21102,Maryland,United States of America,39.6703154,-76.9132575,42,"{""Monday"": ""7AM-6PM"", ""Tuesday"": ""7AM-6PM"", ""Wednesday"": ""7AM-6PM"", ""Thursday"": ""7AM-6PM"", ""Friday"": ""7AM-6PM"", ""Saturday"": ""7AM-3PM"", ""Sunday"": ""Closed""}",OPERATIONAL,"https://www.google.com/maps/place/O%27Brien%27s+Outdoors+Tree+Service/@39.6703154,-76.9132575,14z/data=!4m8!1m2!2m1!1sO%27Brien%27s+Outdoors+Tree+Service!3m4!1s0x89c843f29d92364b:0xad082cf0b51a869f!8m2!3d39.6703154!4d-76.9132575",No,,,,Yes,"O'Brien's Outdoors Tree Service is a firewood provider based in Manchester, Maryland. Currently, delivery services are not available. Customers are encouraged to call for current pricing.",,Call for pricing,False,False,False,False,False,False
A&B Ice,https://www.anbice.com/,+1 302-999-7175,"3626 Old Capitol Trl, Wilmington, DE 19808",3626 Old Capitol Trl,Wilmington,19808,Delaware,United States of America,39.7293516,-75.6340381,42,"{""Monday"": ""9AM-4PM"", ""Tuesday"": ""9AM-4PM"", ""Wednesday"": ""9AM-4PM"", ""Thursday"": ""9AM-4PM"", ""Friday"": ""9AM-4PM"", ""Saturday"": ""10AM-2PM"", ""Sunday"": ""Closed""}",OPERATIONAL,"https://www.google.com/maps/place/A%26B+Ice/@39.7293516,-75.6340381,14z/data=!4m8!1m2!2m1!1sA%26B+Ice!3m4!1s0x89c701c5ec414b61:0x5a937e381cbf7bdc!8m2!3d39.7293516!4d-75.6340381",Yes,Mixed hardwoods,Dry,,Yes,"A&B Ice is a firewood provider based in Wilmington, Delaware. They supply mixed hardwoods firewood. Their wood is typically dry for optimal burning. Delivery services are offered for local and regional orders.",,", .50",True,False,True,True,True,True
Southtowns Fireplace,http://www.southtownsfireplace.com/,+1 716-627-5211,"4307 Camp Rd, Hamburg, NY 14075",4307 Camp Rd,Hamburg,14075,New York,United States of America,42.7676807,-78.8656566,42,"{""Monday"": ""10AM-5PM"", ""Tuesday"": ""10AM-5PM"", ""Wednesday"": ""10AM-5PM"", ""Thursday"": ""10AM-5PM"", ""Friday"": ""10AM-2PM"", ""Saturday"": ""10AM-2PM"", ""Sunday"": ""Closed""}",OPERATIONAL,"https://www.google.com/maps/place/Southtowns+Fireplace/@42.7676807,-78.8656566,14z/data=!4m8!1m2!2m1!1sSouthtowns+Fireplace!3m4!1s0x89d31a94b08ed891:0xc3b7c576bf205715!8m2!3d42.7676807!4d-78.8656566",No,,,,Yes,"Southtowns Fireplace is a firewood provider based in Hamburg, New York. Currently, delivery services are not available. Customers are encouraged to call for current pricing.",,Call for pricing,False,False,False,False,False,False
Sac-Valley firewood,http://sacvalleyfirewood.com/,+1 916-413-0293,,,Sacramento,94203,California,United States of America,37.4903465,-118.3252546,43,"{""Monday"": ""9AM-7PM"", ""Tuesday"": ""9AM-7PM"", ""Wednesday"": ""9AM-7PM"", ""Thursday"": ""9AM-7PM"", ""Friday"": ""9AM-7PM"", ""Saturday"": ""9AM-4PM"", ""Sunday"": ""9AM-5PM""}",OPERATIONAL,"https://www.google.com/maps/place/Sac-Valley+firewood/@37.4903465,-118.3252546,14z/data=!4m8!1m2!2m1!1sSac-Valley+firewood!3m4!1s0x809ad9bdc7b1fd0b:0x8ae86ef31ee0f6db!8m2!3d37.4903465!4d-118.3252546",Yes,"Oak, Firewood",Seasoned,,Yes,"Sac-Valley firewood is a firewood provider based in Sacramento, California. They supply oak, firewood firewood. Their wood is typically seasoned for optimal burning. Delivery services are offered for local and regional orders. Customers are encouraged to call for current pricing.",Oak,Call for pricing,False,False,True,True,True,False
Robert's Firewood,https://www.roberts-firewood.com/,+1 505-379-6234,"11300 Central Ave SE, Albuquerque, NM 87123",11300 Central Ave SE,Albuquerque,87123,New Mexico,United States of America,35.0701665,-106.5212954,43,"{""Monday"": ""8AM-5PM"", ""Tuesday"": ""8AM-5PM"", ""Wednesday"": ""8AM-5PM"", ""Thursday"": ""8AM-5PM"", ""Friday"": ""8AM-5PM"", ""Saturday"": ""8AM-4PM"", ""Sunday"": ""Closed""}",OPERATIONAL,"https://www.google.com/maps/place/Robert%27s+Firewood/@35.0701665,-106.5212954,14z/data=!4m8!1m2!2m1!1sRobert%27s+Firewood!3m4!1s0x87220b69be8c7c35:0xbe0656c74203795a!8m2!3d35.0701665!4d-106.5212954",Yes,"Oak, Hickory, Pine, Mesquite, Firewood","Seasoned, Green","$7, $30, $80, $150, $220, $400, $11, $40, $110, $200, $250, $450, $11, $50, $150, $250, $300, $550, $11, $50, $150, $250, $300, $550, $15, $75, $225, $450, $600, $1, $15, $75, $225, $450, $600, $1, $15, $75, $225, $450, $600, $1, $15, $75, $225, $450, $15, $75, $225, $450, $15, $75, $225, $450, $15, $75, $225, $450, $15, $75, $225, $450, $15, $75, $225, $450, $15, $75, $225, $450, $15, $75, $225, $450, $5, $37, $37, $37, $37, $42, $37, $22, $16, $32, $48, $20, $40, $60, $80, $50, $80",Yes,"Robert's Firewood is a firewood provider based in Albuquerque, New Mexico. They supply oak, hickory, pine, mesquite, firewood firewood. Their wood is typically seasoned, green for optimal burning. Delivery services are offered for local and regional orders. Pricing ranges from $7, $30, $80, $150, $220, $400, $11, $40, $110, $200, $250, $450, $11, $50, $150, $250, $300, $550, $11, $50, $150, $250, $300, $550, $15, $75, $225, $450, $600, $1, $15, $75, $225, $450, $600, $1, $15, $75, $225, $450, $600, $1, $15, $75, $225, $450, $15, $75, $225, $450, $15, $75, $225, $450, $15, $75, $225, $450, $15, $75, $225, $450, $15, $75, $225, $450, $15, $75, $225, $450, $15, $75, $225, $450, $5, $37, $37, $37, $37, $42, $37, $22, $16, $32, $48, $20, $40, $60, $80, $50, $80.","Cedar, Cherry, Hickory, Mesquite, Oak, Pine",", .00",True,False,True,True,True,True
Milieu Landscaping,https://milieuland.com/?utm_campaign=gmb,+1 847-465-1160,"525 Enterprise Pkwy, Lake Zurich, IL 60047",525 Enterprise Pkwy,Lake Zurich,60047,Illinois,United States of America,42.2104917,-88.0745201,43,"{""Monday"": ""7AM-5PM"", ""Tuesday"": ""7AM-5PM"", ""Wednesday"": ""7AM-5PM"", ""Thursday"": ""7AM-5PM"", ""Friday"": ""7AM-5PM"", ""Saturday"": ""Closed"", ""Sunday"": ""Closed""}",OPERATIONAL,"https://www.google.com/maps/place/Milieu+Landscaping/@42.2104917,-88.0745201,14z/data=!4m8!1m2!2m1!1sMilieu+Landscaping!3m4!1s0x880f9e6da35ec2cd:0xa33c6f01374c3587!8m2!3d42.2104917!4d-88.0745201",Yes,Mixed hardwoods,Seasoned,,Yes,"Milieu Landscaping is a firewood provider based in Lake Zurich, Illinois. They supply mixed hardwoods firewood. Their wood is typically seasoned for optimal burning. Delivery services are offered for local and regional orders. Customers are encouraged to call for current pricing.",,Call for pricing,False,False,True,True,True,False
Idaho Firewood Ketchum,http://www.idahofirewood.com/,+1 208-471-8234,"151 4th St W #3873, Ketchum, ID 83340",151 4th St W #3873,Ketchum,83340,Idaho,United States of America,43.679733,-114.3677768,43,"{""Monday"": ""9AM-6PM"", ""Tuesday"": ""9AM-6PM"", ""Wednesday"": ""9AM-6PM"", ""Thursday"": ""9AM-6PM"", ""Friday"": ""9AM-6PM"", ""Saturday"": ""9AM-6PM"", ""Sunday"": ""9AM-6PM""}",OPERATIONAL,"https://www.google.com/maps/place/Idaho+Firewood+Ketchum/@43.679733,-114.3677768,14z/data=!4m8!1m2!2m1!1sIdaho+Firewood+Ketchum!3m4!1s0x54a99da7e8113b49:0x319c3d7a85323668!8m2!3d43.679733!4d-114.3677768",No,"Oak, Pine, Firewood",,"$300, $300, $100, $100, $100, $100, $100, $100",Yes,"Idaho Firewood Ketchum is a firewood provider based in Ketchum, Idaho. They supply oak, pine, firewood firewood. Currently, delivery services are not available. Pricing ranges from $300, $300, $100, $100, $100, $100, $100, $100.","Apple, Cherry, Fir, Maple, Oak, Pine",.00,True,False,False,True,False,True
Sand And Gravel Solutions,https://sandgravelsolutions.com/,+1 214-790-5994,"6691 S State Hwy 78, Nevada, TX 75173",6691 S State Hwy 78,Nevada,75173,Texas,United States of America,33.0641941,-96.4212074,43,"{""Monday"": ""8AM-5PM"", ""Tuesday"": ""8AM-5PM"", ""Wednesday"": ""8AM-5PM"", ""Thursday"": ""8AM-5PM"", ""Friday"": ""8AM-5PM"", ""Saturday"": ""8AM-3PM"", ""Sunday"": ""Closed""}",OPERATIONAL,"https://www.google.com/maps/place/Sand+And+Gravel+Solutions/@33.0641941,-96.4212074,14z/data=!4m8!1m2!2m1!1sSand+And+Gravel+Solutions!3m4!1s0x864c05c0dbbc9869:0x359f7de2b0b7d8ef!8m2!3d33.0641941!4d-96.4212074",Yes,,Green,,Yes,"Sand And Gravel Solutions is a firewood provider based in Nevada, Texas. Their wood is typically green for optimal burning. Delivery services are offered for local and regional orders. Customers are encouraged to call for current pricing.",,Call for pricing,False,False,True,False,True,False
AAA Tree Trimming & Firewood Farm Burleson,https://www.facebook.com/FirewoodFarmBurleson,+1 682-900-2002,"3540 FM1187, Burleson, TX 76028",3540 FM1187,Burleson,76028,Texas,United States of America,32.5792405,-97.2879996,43,"{""Monday"": ""9AM-6PM"", ""Tuesday"": ""9AM-6PM"", ""Wednesday"": ""9AM-6PM"", ""Thursday"": ""9AM-6PM"", ""Friday"": ""9AM-6PM"", ""Saturday"": ""9AM-8PM"", ""Sunday"": ""9AM-8PM""}",OPERATIONAL,"https://www.google.com/maps/place/AAA+Tree+Trimming+%26+Firewood+Farm+Burleson/@32.5792405,-97.28799959999999,14z/data=!4m8!1m2!2m1!1sAAA+Tree+Trimming+%26+Firewood+Farm+Burleson!3m4!1s0x864e696e5cc06e47:0xd5beb0ca36316cc!8m2!3d32.5792405!4d-97.28799959999999",No,,,,Yes,"AAA Tree Trimming & Firewood Farm Burleson is a firewood provider based in Burleson, Texas. Currently, delivery services are not available. Customers are encouraged to call for current pricing.",,Call for pricing,False,False,False,False,False,False
Orange County Firewood,https://www.orangecountyfirewood.net/,+1 714-726-4421,"3500 W Moore Ave Suite H, Santa Ana, CA 92704",3500 W Moore Ave Suite H,Santa Ana,92704,California,United States of America,33.7041747,-117.9164965,43,,OPERATIONAL,"https://www.google.com/maps/place/Orange+County+Firewood/@33.704174699999996,-117.9164965,14z/data=!4m8!1m2!2m1!1sOrange+County+Firewood!3m4!1s0x80dcd9b02bbee01d:0x82371045a3ced837!8m2!3d33.704174699999996!4d-117.9164965",No,"Oak, Pine, Firewood",,"$9, $30, $60, $110, $200, $400, $800, $9, $30, $60, $110, $200, $400, $10, $40, $80, $160, $300, $500, $10, $30, $40, $80, $160, $300, $500, $10, $30, $40, $80, $160, $300, $500, $10, $40, $80, $160, $300, $500, $10, $40, $80, $160, $300, $500, $10, $40, $80, $160, $300, $500, $65, $125, $245, $350, $5, $8, $5, $30, $15, $15, $15, $67, $75, $75, $75, $45, $45, $65, $800, $5, $6, $5, $5",Yes,"Orange County Firewood is a firewood provider based in Santa Ana, California. They supply oak, pine, firewood firewood. Currently, delivery services are not available. Pricing ranges from $9, $30, $60, $110, $200, $400, $800, $9, $30, $60, $110, $200, $400, $10, $40, $80, $160, $300, $500, $10, $30, $40, $80, $160, $300, $500, $10, $30, $40, $80, $160, $300, $500, $10, $40, $80, $160, $300, $500, $10, $40, $80, $160, $300, $500, $10, $40, $80, $160, $300, $500, $65, $125, $245, $350, $5, $8, $5, $30, $15, $15, $15, $67, $75, $75, $75, $45, $45, $65, $800, $5, $6, $5, $5.","Cedar, Cherry, Oak, Pine, Walnut",.00,True,False,False,True,False,True
Warren's Earth Friendly Rock & Mulch Co,http://www.rocknmulch.com/,+1 281-852-7400,"5510 FM 1960, Humble, TX 77346",5510 FM 1960,Humble,77346,Texas,United States of America,29.9983845,-95.1898976,43,"{""Monday"": ""7AM-5PM"", ""Tuesday"": ""7AM-5PM"", ""Wednesday"": ""7AM-5PM"", ""Thursday"": ""7AM-5PM"", ""Friday"": ""7AM-5PM"", ""Saturday"": ""8AM-3PM"", ""Sunday"": ""Closed""}",OPERATIONAL,"https://www.google.com/maps/place/Warren%27s+Earth+Friendly+Rock+%26+Mulch+Co/@29.9983845,-95.1898976,14z/data=!4m8!1m2!2m1!1sWarren%27s+Earth+Friendly+Rock+%26+Mulch+Co!3m4!1s0x8640adb1f805d6ab:0x13ac93764faa3ea0!8m2!3d29.9983845!4d-95.1898976",Yes,,,,Yes,"Warren's Earth Friendly Rock & Mulch Co is a firewood provider based in Humble, Texas. Delivery services are offered for local and regional orders. Customers are encouraged to call for current pricing.",,Call for pricing,False,False,True,False,False,False
Hidey's Landscape Supply Yard,http://www.hideys.com/,+1 410-875-0289,"3112 Ridge Rd, Westminster, MD 21157",3112 Ridge Rd,Westminster,21157,Maryland,United States of America,39.4895573,-77.0579157,43,"{""Monday"": ""8AM-4PM"", ""Tuesday"": ""8AM-4PM"", ""Wednesday"": ""8AM-4PM"", ""Thursday"": ""8AM-4PM"", ""Friday"": ""8AM-4PM"", ""Saturday"": ""8AM-3PM"", ""Sunday"": ""Closed""}",OPERATIONAL,"https://www.google.com/maps/place/Hidey%27s+Landscape+Supply+Yard/@39.4895573,-77.0579157,14z/data=!4m8!1m2!2m1!1sHidey%27s+Landscape+Supply+Yard!3m4!1s0x89c831213da49c95:0x152786c3c9d40ed7!8m2!3d39.4895573!4d-77.0579157",Yes,"Oak, Firewood",,$0,Yes,"Hidey's Landscape Supply Yard is a firewood provider based in Westminster, Maryland. They supply oak, firewood firewood. Delivery services are offered for local and regional orders. Pricing ranges from $0.",,Call for pricing,False,False,True,True,False,False
Olympus Pellets,http://www.pcpellets.com/,+1 360-462-2801,"1333 E Johns Prairie Rd, Shelton, WA 98584",1333 E Johns Prairie Rd,Shelton,98584,Washington,United States of America,47.2484299,-123.0967369,43,"{""Monday"": ""6AM-5:30PM"", ""Tuesday"": ""6AM-5:30PM"", ""Wednesday"": ""6AM-5:30PM"", ""Thursday"": ""6AM-5:30PM"", ""Friday"": ""6AM-5:30PM"", ""Saturday"": ""Closed"", ""Sunday"": ""Closed""}",OPERATIONAL,"https://www.google.com/maps/place/Olympus+Pellets/@47.2484299,-123.0967369,14z/data=!4m8!1m2!2m1!1sOlympus+Pellets!3m4!1s0x5491bd84dbc3c02b:0xf7f3a4397ad7f013!8m2!3d47.2484299!4d-123.0967369",No,Ash,,,Yes,"Olympus Pellets is a firewood provider based in Shelton, Washington. They supply ash firewood. Currently, delivery services are not available. Customers are encouraged to call for current pricing.",Ash,Call for pricing,False,False,False,True,False,False
Cesar Tree Service,http://www.cesartreeservice.com/,+1 847-741-6524,,,Croydon,19021-6127,Pennsylvania,United States of America,42.117511,-88.514829,43,"{""Monday"": ""7AM-4PM"", ""Tuesday"": ""7AM-4PM"", ""Wednesday"": ""7AM-4PM"", ""Thursday"": ""7AM-4PM"", ""Friday"": ""7AM-4PM"", ""Saturday"": ""Closed"", ""Sunday"": ""Closed""}",OPERATIONAL,"https://www.google.com/maps/place/Cesar+Tree+Service/@42.117511,-88.51482899999999,14z/data=!4m8!1m2!2m1!1sCesar+Tree+Service!3m4!1s0x880f052fffffffff:0x4a862f93f5a0a9a4!8m2!3d42.117511!4d-88.51482899999999",Yes,"Oak, Hickory, Firewood","Seasoned, Green",,Yes,"Cesar Tree Service is a firewood provider based in Croydon, Pennsylvania. They supply oak, hickory, firewood firewood. Their wood is typically seasoned, green for optimal burning. Delivery services are offered for local and regional orders. Customers are encouraged to call for current pricing.","Apple, Birch, Cherry, Hickory, Maple, Oak",Call for pricing,False,False,True,True,True,False
R & A Tree Service,https://www.facebook.com/RndATreeService/,+1 678-517-8412,"3609 Thompson Bridge Rd, Gainesville, GA 30506",3609 Thompson Bridge Rd,Gainesville,30506,Georgia,United States of America,34.3722176,-83.8713341,43,"{""Monday"": ""8AM-5PM"", ""Tuesday"": ""8AM-5PM"", ""Wednesday"": ""8AM-5PM"", ""Thursday"": ""8AM-5PM"", ""Friday"": ""8AM-5PM"", ""Saturday"": ""Closed"", ""Sunday"": ""Closed""}",OPERATIONAL,"https://www.google.com/maps/place/R+%26+A+Tree+Service/@34.3722176,-83.8713341,14z/data=!4m8!1m2!2m1!1sR+%26+A+Tree+Service!3m4!1s0x885f5f2d892a5237:0xa16d32af4b297087!8m2!3d34.3722176!4d-83.8713341",No,,,,Yes,"R & A Tree Service is a firewood provider based in Gainesville, Georgia. Currently, delivery services are not available. Customers are encouraged to call for current pricing.",,Call for pricing,False,False,False,False,False,False
Plow & Hearth,https://www.plowhearth.com/,+1 757-707-3408,"5123 Main St, Williamsburg, VA 23188",5123 Main St,Williamsburg,23188,Virginia,United States of America,37.2776608,-76.7395386,43,"{""Monday"": ""10AM-5PM"", ""Tuesday"": ""10AM-5PM"", ""Wednesday"": ""10AM-5PM"", ""Thursday"": ""10AM-5PM"", ""Friday"": ""10AM-5PM"", ""Saturday"": ""10AM-5PM"", ""Sunday"": ""12-5PM""}",OPERATIONAL,"https://www.google.com/maps/place/Plow+%26+Hearth/@37.2776608,-76.7395386,14z/data=!4m8!1m2!2m1!1sPlow+%26+Hearth!3m4!1s0x89b08bd1536c0dd5:0x9b79ee6d7a495336!8m2!3d37.2776608!4d-76.7395386",No,Cherry,Dry,"$99, $20 , $50 , $100 , $79, $60, $79, $119, $100, $58, $49, $39, $49, $24, $94, $119, $19, $249, $119, $149, $99, $129, $99, $129, $89, $109, $54, $69, $119, $149, $59, $79, $34, $44, $89, $89, $1, $49, $279, $349, $0",Yes,"Plow & Hearth is a firewood provider based in Williamsburg, Virginia. They supply cherry firewood. Their wood is typically dry for optimal burning. Currently, delivery services are not available. Pricing ranges from $99, $20 , $50 , $100 , $79, $60, $79, $119, $100, $58, $49, $39, $49, $24, $94, $119, $19, $249, $119, $149, $99, $129, $99, $129, $89, $109, $54, $69, $119, $149, $59, $79, $34, $44, $89, $89, $1, $49, $279, $349, $0.",Cherry,", .00, .95, .99",True,False,False,True,True,True
Oak Bros TreeCycle,http://www.oakbrostreecycle.com/,+1 309-826-8190,"14658 E 925 North Rd Building 6, Bloomington, IL 61705",14658 E 925 North Rd Building 6,Bloomington,61705,Illinois,United States of America,40.4209383,-88.9868899,44,"{""Monday"": ""8AM-4PM"", ""Tuesday"": ""8AM-4PM"", ""Wednesday"": ""8AM-4PM"", ""Thursday"": ""8AM-4PM"", ""Friday"": ""8AM-4PM"", ""Saturday"": ""Closed"", ""Sunday"": ""Closed""}",OPERATIONAL,"https://www.google.com/maps/place/Oak+Bros+TreeCycle/@40.420938299999996,-88.9868899,14z/data=!4m8!1m2!2m1!1sOak+Bros+TreeCycle!3m4!1s0x880b6f65fd0040d5:0x51bd55da8886f9d5!8m2!3d40.420938299999996!4d-88.9868899",Yes,"Oak, Firewood",Seasoned,,Yes,"Oak Bros TreeCycle is a firewood provider based in Bloomington, Illinois. They supply oak, firewood firewood. Their wood is typically seasoned for optimal burning. Delivery services are offered for local and regional orders. Customers are encouraged to call for current pricing.",Oak,Call for pricing,False,False,True,True,True,False
CJ Mulch and More,http://cjmulchandmore.com/,+1 864-505-1499,"910 NE Main St, Simpsonville, SC 29681",910 NE Main St,Simpsonville,29681,South Carolina,United States of America,34.7532891,-82.2655318,44,"{""Monday"": ""8AM-5PM"", ""Tuesday"": ""8AM-5PM"", ""Wednesday"": ""8AM-5PM"", ""Thursday"": ""8AM-5PM"", ""Friday"": ""8AM-5PM"", ""Saturday"": ""8AM-12PM"", ""Sunday"": ""Closed""}",OPERATIONAL,"https://www.google.com/maps/place/CJ+Mulch+and+More/@34.753289099999996,-82.26553179999999,14z/data=!4m8!1m2!2m1!1sCJ+Mulch+and+More!3m4!1s0x8858296d86b20f9f:0x26639ecdff679baa!8m2!3d34.753289099999996!4d-82.26553179999999",No,Pine,Seasoned,,Yes,"CJ Mulch and More is a firewood provider based in Simpsonville, South Carolina. They supply pine firewood. Their wood is typically seasoned for optimal burning. Currently, delivery services are not available.",Pine,", .50",True,False,False,True,True,True
Knock 'Em Down Tree Service,https://www.knockemdownpa.com/,+1 724-624-3292,,,Beaver Falls,15010,Pennsylvania,United States of America,40.8252101,-80.3880481,44,"{""Monday"": ""8AM-4PM"", ""Tuesday"": ""8AM-4PM"", ""Wednesday"": ""8AM-4PM"", ""Thursday"": ""8AM-4PM"", ""Friday"": ""8AM-4PM"", ""Saturday"": ""8AM-4PM"", ""Sunday"": ""Closed""}",OPERATIONAL,"https://www.google.com/maps/place/Knock+%27Em+Down+Tree+Service/@40.8252101,-80.38804809999999,14z/data=!4m8!1m2!2m1!1sKnock+%27Em+Down+Tree+Service!3m4!1s0x6131a101f8fa4167:0x96c9505830aadcfb!8m2!3d40.8252101!4d-80.38804809999999",No,"Oak, Firewood",Seasoned,$100 ,Yes,"Knock 'Em Down Tree Service is a firewood provider based in Beaver Falls, Pennsylvania. They supply oak, firewood firewood. Their wood is typically seasoned for optimal burning. Currently, delivery services are not available. Pricing ranges from $100 .","Cherry, Maple",Call for pricing,False,False,False,True,True,False
Arizona Logfather,http://azlogfather.com/,+1 480-741-1144,,,Phoenix,85086,Arizona,United States of America,33.5327396,-111.9173586,44,"{""Monday"": ""8AM-5PM"", ""Tuesday"": ""8AM-5PM"", ""Wednesday"": ""8AM-5PM"", ""Thursday"": ""8AM-5PM"", ""Friday"": ""8AM-5PM"", ""Saturday"": ""8AM-5PM"", ""Sunday"": ""8AM-5PM""}",OPERATIONAL,"https://www.google.com/maps/place/Arizona+Logfather/@33.5327396,-111.9173586,14z/data=!4m8!1m2!2m1!1sArizona+Logfather!3m4!1s0x872b63d04948fdd7:0xba1a47c877b97564!8m2!3d33.5327396!4d-111.9173586",Yes,"Pine, Mesquite, Firewood",,"$100 , $8 ",Yes,"Arizona Logfather is a firewood provider based in Phoenix, Arizona. They supply pine, mesquite, firewood firewood. Delivery services are offered for local and regional orders. Pricing ranges from $100 , $8 .",,Call for pricing,False,False,True,True,False,False
