name,site,phone,full_address,street,city,postal_code,state,country,latitude,longitude,reviews,working_hours,business_status,location_link,delivery_available,firewood_type,firewood_prep,price_range,website_available,description,firewood_type_extracted,price_extracted,price_info_available,needs_manual_review,has_firewood_delivery,has_firewood_type,has_firewood_prep,has_price_info
A Bloom Garden Center,https://www.abloomgardencenter.com/,+1 251-633-6046,"116 Alverson Rd, Mobile, AL 36608",116 Alverson Rd,Mobile,36608,Alabama,United States of America,30.6924085,-88.2213203,136,"{""Monday"": ""8AM-5PM"", ""Tuesday"": ""8AM-5PM"", ""Wednesday"": ""8AM-5PM"", ""Thursday"": ""8AM-5PM"", ""Friday"": ""8AM-5PM"", ""Saturday"": ""8AM-5PM"", ""Sunday"": ""11AM-4PM""}",OPERATIONAL,"https://www.google.com/maps/place/A+Bloom+Garden+Center/@30.6924085,-88.2213203,14z/data=!4m8!1m2!2m1!1sA+Bloom+Garden+Center!3m4!1s0x889bb26c3b464cdf:0x93b6f8eb436d0320!8m2!3d30.6924085!4d-88.2213203",Yes,,Green,,Yes,"A Bloom Garden Center is a firewood provider based in Mobile, Alabama. Their wood is typically green for optimal burning. Delivery services are offered for local and regional orders. Customers are encouraged to call for current pricing.",,Call for pricing,False,False,True,False,True,False
Velasquez Landscaping and Irrigation,http://www.velasquezlandscapingcharleston.com/,+1 843-343-1524,,,Cairo,39827,Georgia,United States of America,32.8489668,-79.8418834,137,,OPERATIONAL,"https://www.google.com/maps/place/Velasquez+Landscaping+and+Irrigation/@32.8489668,-79.8418834,14z/data=!4m8!1m2!2m1!1sVelasquez+Landscaping+and+Irrigation!3m4!1s0x88fe7f1555555555:0xe2d3b3708f2e6ca2!8m2!3d32.8489668!4d-79.8418834",No,,,,Yes,"Velasquez Landscaping and Irrigation is a firewood provider based in Cairo, Georgia. Currently, delivery services are not available. Customers are encouraged to call for current pricing.",,Call for pricing,False,False,False,False,False,False
"Voit's Tree Service, LLC",http://voitstreeservice.com/,+1 262-335-1762,"3622 Co Rd D, West Bend, WI 53090",3622 Co Rd D,West Bend,53090,Wisconsin,United States of America,43.4560892,-88.2183295,138,"{""Monday"": ""7AM-7PM"", ""Tuesday"": ""7AM-7PM"", ""Wednesday"": ""7AM-7PM"", ""Thursday"": ""7AM-7PM"", ""Friday"": ""7AM-7PM"", ""Saturday"": ""7AM-7PM"", ""Sunday"": ""9AM-5PM""}",OPERATIONAL,"https://www.google.com/maps/place/Voit%27s+Tree+Service%2C+LLC/@43.4560892,-88.2183295,14z/data=!4m8!1m2!2m1!1sVoit%27s+Tree+Service%2C+LLC!3m4!1s0x88045e3a3b67a901:0xbfeb558eca2f2b57!8m2!3d43.4560892!4d-88.2183295",No,Mixed hardwoods,,,Yes,"Voit's Tree Service, LLC is a firewood provider based in West Bend, Wisconsin. They supply mixed hardwoods firewood. Currently, delivery services are not available. Customers are encouraged to call for current pricing.",,Call for pricing,False,False,False,True,False,False
Shults Tree Service,http://www.shultstreeservice.com/,+1 502-552-2350,,,Elizabethtown,17022,Pennsylvania,United States of America,38.104299,-85.6760015,138,"{""Monday"": ""4AM-11PM"", ""Tuesday"": ""4AM-11PM"", ""Wednesday"": ""4AM-11PM"", ""Thursday"": ""4AM-11PM"", ""Friday"": ""4AM-11PM"", ""Saturday"": ""4AM-11PM"", ""Sunday"": ""4AM-11PM""}",OPERATIONAL,"https://www.google.com/maps/place/Shults+Tree+Service/@38.104299,-85.6760015,14z/data=!4m8!1m2!2m1!1sShults+Tree+Service!3m4!1s0x88690fdb99c0fb55:0x69c26d654866c382!8m2!3d38.104299!4d-85.6760015",No,"Oak, Firewood",Seasoned,,Yes,"Shults Tree Service is a firewood provider based in Elizabethtown, Pennsylvania. They supply oak, firewood firewood. Their wood is typically seasoned for optimal burning. Currently, delivery services are not available. Customers are encouraged to call for current pricing.","Maple, Oak",Call for pricing,False,False,False,True,True,False
Firewood 2 You,https://firewood2you.com/,+1 945-280-8376,"485 Prairie View Ln, Royse City, TX 75189",485 Prairie View Ln,Royse City,75189,Texas,United States of America,32.9770324,-96.3919733,138,"{""Monday"": ""Open 24 hours"", ""Tuesday"": ""Open 24 hours"", ""Wednesday"": ""Open 24 hours"", ""Thursday"": ""Open 24 hours"", ""Friday"": ""Open 24 hours"", ""Saturday"": ""Open 24 hours"", ""Sunday"": ""Open 24 hours""}",OPERATIONAL,"https://www.google.com/maps/place/Firewood+2+You/@32.9770324,-96.39197329999999,14z/data=!4m8!1m2!2m1!1sFirewood+2+You!3m4!1s0x864bff6ba8d29d8d:0x9ce51bf89aac50b!8m2!3d32.9770324!4d-96.39197329999999",Yes,"Oak, Hickory, Mesquite, Firewood","Seasoned, Dry","$195 , $295 , $595 ",Yes,"Firewood 2 You is a firewood provider based in Royse City, Texas. They supply oak, hickory, mesquite, firewood firewood. Their wood is typically seasoned, dry for optimal burning. Delivery services are offered for local and regional orders. Pricing ranges from $195 , $295 , $595 .",,Call for pricing,False,False,True,True,True,False
"Rich Tree Service, Inc.",https://www.richtreeservice.com/,+1 908-755-6008,"333 Bergen St, South Plainfield, NJ 07080",333 Bergen St,South Plainfield,07080,New Jersey,United States of America,40.577482,-74.4152429,138,"{""Monday"": ""7AM-4:30PM"", ""Tuesday"": ""7AM-4:30PM"", ""Wednesday"": ""7AM-4:30PM"", ""Thursday"": ""7AM-4:30PM"", ""Friday"": ""7AM-4:30PM"", ""Saturday"": ""Closed"", ""Sunday"": ""Closed""}",OPERATIONAL,"https://www.google.com/maps/place/Rich+Tree+Service%2C+Inc./@40.577481999999996,-74.4152429,14z/data=!4m8!1m2!2m1!1sRich+Tree+Service%2C+Inc.!3m4!1s0x89c3b9d2d2fc25f9:0x14be85cbc6e96dd5!8m2!3d40.577481999999996!4d-74.4152429",No,Mixed hardwoods,Green,,Yes,"Rich Tree Service, Inc. is a firewood provider based in South Plainfield, New Jersey. They supply mixed hardwoods firewood. Their wood is typically green for optimal burning. Currently, delivery services are not available. Customers are encouraged to call for current pricing.",,Call for pricing,False,False,False,True,True,False
Discount Professional Tree Service and Firewood,http://facebook.com/DiscountProfessionalTreeService,+1 470-495-7982,"7029 Panda Rd, Austell, GA 30168",7029 Panda Rd,Austell,30168,Georgia,United States of America,33.7832057,-84.5997529,140,"{""Monday"": ""Open 24 hours"", ""Tuesday"": ""Open 24 hours"", ""Wednesday"": ""Open 24 hours"", ""Thursday"": ""Open 24 hours"", ""Friday"": ""Open 24 hours"", ""Saturday"": ""Open 24 hours"", ""Sunday"": ""Open 24 hours""}",OPERATIONAL,"https://www.google.com/maps/place/Discount+Professional+Tree+Service+and+Firewood/@33.783205699999996,-84.5997529,14z/data=!4m8!1m2!2m1!1sDiscount+Professional+Tree+Service+and+Firewood!3m4!1s0x88f51937ebe68a77:0xb156ec540b51cc63!8m2!3d33.783205699999996!4d-84.5997529",No,,,,Yes,"Discount Professional Tree Service and Firewood is a firewood provider based in Austell, Georgia. Currently, delivery services are not available. Customers are encouraged to call for current pricing.",,Call for pricing,False,False,False,False,False,False
Bill Henry Tree Service Inc,http://billhenrytreeservice.com/,+1 845-215-0501,,,Brewster ,10509,New York,United States of America,41.4763134,-73.7414121,140,"{""Monday"": ""8AM-5PM"", ""Tuesday"": ""8AM-5PM"", ""Wednesday"": ""8AM-5PM"", ""Thursday"": ""8AM-5PM"", ""Friday"": ""8AM-5PM"", ""Saturday"": ""9AM-3PM"", ""Sunday"": ""Closed""}",OPERATIONAL,"https://www.google.com/maps/place/Bill+Henry+Tree+Service+Inc/@41.476313399999995,-73.74141209999999,14z/data=!4m8!1m2!2m1!1sBill+Henry+Tree+Service+Inc!3m4!1s0x89dd517da09aa1a1:0x934f7517d1ff0e37!8m2!3d41.476313399999995!4d-73.74141209999999",No,Mixed hardwoods,,,Yes,"Bill Henry Tree Service Inc is a firewood provider based in Brewster , New York. They supply mixed hardwoods firewood. Currently, delivery services are not available. Customers are encouraged to call for current pricing.",,Call for pricing,False,False,False,True,False,False
Bass Lake Camp Ground,https://blcrv.com/,+1 843-774-9100,"1149 Bass Lake Pl, Dillon, SC 29536",1149 Bass Lake Pl,Dillon,29536,South Carolina,United States of America,34.4486392,-79.3649842,140,,OPERATIONAL,"https://www.google.com/maps/place/Bass+Lake+Camp+Ground/@34.448639199999995,-79.3649842,14z/data=!4m8!1m2!2m1!1sBass+Lake+Camp+Ground!3m4!1s0x89aacb2865e40185:0x7dc2ff20c60e097c!8m2!3d34.448639199999995!4d-79.3649842",No,Pine,,,Yes,"Bass Lake Camp Ground is a firewood provider based in Dillon, South Carolina. They supply pine firewood. Currently, delivery services are not available. Customers are encouraged to call for current pricing.",,Call for pricing,False,False,False,True,False,False
Loudounberry,http://www.loudounberry.com/,+1 703-772-8104,"14917 James Monroe Hwy, Leesburg, VA 20176",14917 James Monroe Hwy,Leesburg,20176,Virginia,United States of America,39.2020934,-77.5378096,140,"{""Monday"": ""9AM-5PM"", ""Tuesday"": ""Closed"", ""Wednesday"": ""Closed"", ""Thursday"": ""9AM-5PM"", ""Friday"": ""9AM-5PM"", ""Saturday"": ""9AM-5PM"", ""Sunday"": ""9AM-5PM""}",OPERATIONAL,"https://www.google.com/maps/place/Loudounberry/@39.202093399999995,-77.5378096,14z/data=!4m8!1m2!2m1!1sLoudounberry!3m4!1s0x89b6224193807099:0x71a2fc61343ff8b6!8m2!3d39.202093399999995!4d-77.5378096",No,"Apple, Cherry, Walnut",Seasoned,,Yes,"Loudounberry is a firewood provider based in Leesburg, Virginia. They supply apple, cherry, walnut firewood. Their wood is typically seasoned for optimal burning. Currently, delivery services are not available.","Apple, Cherry, Walnut",".00, .99",True,False,False,True,True,True
Tucker Lawn Care,http://www.tuckerlawncareinc.com/?utm_source=GMBSocialClimb,+1 801-787-6203,"1483 W 70 S, Lindon, UT 84042",1483 W 70 S,Lindon,84042,Utah,United States of America,40.33565,-111.752351,140,"{""Monday"": ""8AM-4:30PM"", ""Tuesday"": ""8AM-4:30PM"", ""Wednesday"": ""8AM-4:30PM"", ""Thursday"": ""8AM-4:30PM"", ""Friday"": ""8AM-4:30PM"", ""Saturday"": ""8AM-12PM"", ""Sunday"": ""Closed""}",OPERATIONAL,"https://www.google.com/maps/place/Tucker+Lawn+Care/@40.33565,-111.75235099999999,14z/data=!4m8!1m2!2m1!1sTucker+Lawn+Care!3m4!1s0x874d847d6ce9648b:0x729bcbe93998efef!8m2!3d40.33565!4d-111.75235099999999",No,Mixed hardwoods,,,Yes,"Tucker Lawn Care is a firewood provider based in Lindon, Utah. They supply mixed hardwoods firewood. Currently, delivery services are not available. Customers are encouraged to call for current pricing.",,Call for pricing,False,False,False,True,False,False
Moeller Lawn Care & More LLC.,http://www.moellerlandscaping.com/,+1 319-493-8661,"4265 Lafayette Rd, Evansdale, IA 50707",4265 Lafayette Rd,Evansdale,50707,Iowa,United States of America,42.4736476,-92.2735418,141,"{""Monday"": ""8AM-5PM"", ""Tuesday"": ""8AM-5PM"", ""Wednesday"": ""8AM-5PM"", ""Thursday"": ""8AM-5PM"", ""Friday"": ""8AM-5PM"", ""Saturday"": ""8AM-2PM"", ""Sunday"": ""Closed""}",OPERATIONAL,"https://www.google.com/maps/place/Moeller+Lawn+Care+%26+More+LLC./@42.4736476,-92.27354179999999,14z/data=!4m8!1m2!2m1!1sMoeller+Lawn+Care+%26+More+LLC.!3m4!1s0x87e55338e6ca4777:0x45edbc93a05088a7!8m2!3d42.4736476!4d-92.27354179999999",No,Mixed hardwoods,,,Yes,"Moeller Lawn Care & More LLC. is a firewood provider based in Evansdale, Iowa. They supply mixed hardwoods firewood. Currently, delivery services are not available. Customers are encouraged to call for current pricing.",,Call for pricing,False,False,False,True,False,False
Capitol Hill Firewood,http://www.capitolhillfirewood.com/,+1 202-997-6776,,,Washington D.C,20001,District of Columbia,United States of America,38.8937545,-77.014576,143,"{""Monday"": ""Open 24 hours"", ""Tuesday"": ""Open 24 hours"", ""Wednesday"": ""Open 24 hours"", ""Thursday"": ""Open 24 hours"", ""Friday"": ""Open 24 hours"", ""Saturday"": ""Open 24 hours"", ""Sunday"": ""Open 24 hours""}",OPERATIONAL,"https://www.google.com/maps/place/Capitol+Hill+Firewood/@38.8937545,-77.01457599999999,14z/data=!4m8!1m2!2m1!1sCapitol+Hill+Firewood!3m4!1s0x89b7b99c7c023f11:0x7a851d4c50e7df4!8m2!3d38.8937545!4d-77.01457599999999",Yes,Mixed hardwoods,"Kiln-Dried, Dry",,Yes,"Capitol Hill Firewood is a firewood provider based in Washington D.C, District of Columbia. They supply mixed hardwoods firewood. Their wood is typically kiln-dried, dry for optimal burning. Delivery services are offered for local and regional orders. Customers are encouraged to call for current pricing.",,Call for pricing,False,False,True,True,True,False
Charlotte Firewood - Delivery & Stacking,http://www.charlottefirewood.com/,+1 704-465-3150,,,Charlotte,28105,North Carolina,United States of America,35.436406,-80.884607,144,"{""Monday"": ""7AM-9PM"", ""Tuesday"": ""7AM-9PM"", ""Wednesday"": ""7AM-9PM"", ""Thursday"": ""7AM-9PM"", ""Friday"": ""7AM-9PM"", ""Saturday"": ""7AM-9PM"", ""Sunday"": ""7AM-9PM""}",OPERATIONAL,"https://www.google.com/maps/place/Charlotte+Firewood+-+Delivery+%26+Stacking/@35.436406,-80.884607,14z/data=!4m8!1m2!2m1!1sCharlotte+Firewood+-+Delivery+%26+Stacking!3m4!1s0x8854251ea27734c1:0xfd8f4f54c6230540!8m2!3d35.436406!4d-80.884607",Yes,Mixed hardwoods,Seasoned,$125 ,Yes,"Charlotte Firewood - Delivery & Stacking is a firewood provider based in Charlotte, North Carolina. They supply mixed hardwoods firewood. Their wood is typically seasoned for optimal burning. Delivery services are offered for local and regional orders. Pricing ranges from $125 .",,", .00",True,False,True,True,True,True
T & T Tree Service,http://www.tttreeservice.com/,+1 219-472-2272,"61 Indiana Ave Ste D, Valparaiso, IN 46383",61 Indiana Ave Ste D,Valparaiso,46383,Indiana,United States of America,41.4665084,-87.061587,144,"{""Monday"": ""7AM-7PM"", ""Tuesday"": ""7AM-7PM"", ""Wednesday"": ""7AM-7PM"", ""Thursday"": ""7AM-7PM"", ""Friday"": ""7AM-7PM"", ""Saturday"": ""8AM-12PM"", ""Sunday"": ""8AM-12PM""}",OPERATIONAL,"https://www.google.com/maps/place/T+%26+T+Tree+Service/@41.466508399999995,-87.061587,14z/data=!4m8!1m2!2m1!1sT+%26+T+Tree+Service!3m4!1s0x881113678532416f:0x67005d01e2ee7e68!8m2!3d41.466508399999995!4d-87.061587",No,Mixed hardwoods,,,Yes,"T & T Tree Service is a firewood provider based in Valparaiso, Indiana. They supply mixed hardwoods firewood. Currently, delivery services are not available. Customers are encouraged to call for current pricing.",,Call for pricing,False,False,False,True,False,False
The Greensmith Garden Center Medina,http://www.greensmithgardencenter.com/,+1 330-952-2060,"3875 Pearl Rd, Medina, OH 44256",3875 Pearl Rd,Medina,44256,Ohio,United States of America,41.1691169,-81.8610763,144,"{""Monday"": ""9AM-5PM"", ""Tuesday"": ""9AM-5PM"", ""Wednesday"": ""9AM-5PM"", ""Thursday"": ""9AM-5PM"", ""Friday"": ""9AM-5PM"", ""Saturday"": ""9AM-5PM"", ""Sunday"": ""10AM-3PM""}",OPERATIONAL,"https://www.google.com/maps/place/The+Greensmith+Garden+Center+Medina/@41.1691169,-81.8610763,14z/data=!4m8!1m2!2m1!1sThe+Greensmith+Garden+Center+Medina!3m4!1s0x8830c7b3694cb4d5:0x6072fa3e67601d26!8m2!3d41.1691169!4d-81.8610763",Yes,,Green,,Yes,"The Greensmith Garden Center Medina is a firewood provider based in Medina, Ohio. Their wood is typically green for optimal burning. Delivery services are offered for local and regional orders. Customers are encouraged to call for current pricing.",,Call for pricing,False,False,True,False,True,False
